Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L
COAD_TCGA-DM-A288	36	2	0	10	0	4	1	3	6	23	16	19
COAD_TCGA-DM-A28A	64	10	5	4	9	2	5	27	6	48	11	0
COAD_TCGA-DM-A28C	49	5	1	5	10	0	0	11	3	39	12	3
COAD_TCGA-DM-A28E	38	5	6	2	5	0	14	14	5	20	5	4
COAD_TCGA-DM-A28F	52	9	14	30	1	14	9	4	37	85	26	52
COAD_TCGA-DM-A28G	55	1	4	5	7	2	12	14	24	28	7	6
COAD_TCGA-DM-A28H	43	4	6	16	7	0	6	12	4	39	26	2
COAD_TCGA-DM-A28K	72	5	4	0	14	1	5	0	11	22	4	5
COAD_TCGA-DM-A28M	52	1	10	10	0	0	4	24	13	11	3	5
COAD_TCGA-F4-6459	38	4	14	1	15	3	3	18	13	33	22	12
COAD_TCGA-F4-6460	42	10	13	12	4	4	4	18	25	54	11	2
COAD_TCGA-F4-6461	51	3	11	23	6	2	7	24	28	36	1	1
COAD_TCGA-F4-6463	44	2	8	16	0	0	0	4	11	9	0	1
COAD_TCGA-F4-6569	47	8	8	0	8	3	8	0	6	32	9	29
COAD_TCGA-F4-6570	533	0	61	322	361	160	162	131	108	99	25	96
COAD_TCGA-F4-6703	142	2	17	127	88	34	41	132	19	37	9	20
COAD_TCGA-F4-6704	21	1	8	16	0	1	0	19	8	19	9	3
COAD_TCGA-F4-6805	37	7	2	0	11	1	12	0	5	20	0	3
COAD_TCGA-F4-6806	57	7	5	11	2	1	4	13	17	22	9	0
COAD_TCGA-F4-6807	25	4	3	5	5	24	0	22	39	94	2	2
COAD_TCGA-F4-6808	70	2	5	4	3	5	4	12	28	41	3	7
COAD_TCGA-F4-6809	35	10	2	10	9	6	19	1	7	76	18	16
COAD_TCGA-F4-6854	40	0	4	0	17	3	5	6	18	45	7	7
COAD_TCGA-F4-6855	44	3	4	14	0	8	0	10	13	45	10	0
COAD_TCGA-F4-6856	291	0	20	536	84	34	42	113	47	42	5	2
COAD_TCGA-G4-6293	38	7	8	14	2	0	0	14	40	28	1	1
COAD_TCGA-G4-6294	35	1	4	24	12	10	4	0	3	85	17	13
COAD_TCGA-G4-6295	44	3	13	18	6	7	9	9	9	78	9	3
COAD_TCGA-G4-6297	49	2	13	0	8	7	0	1	11	19	0	1
COAD_TCGA-G4-6298	52	7	1	0	3	1	1	0	20	22	0	0
COAD_TCGA-G4-6299	44	3	9	13	1	13	8	16	26	65	9	4
COAD_TCGA-G4-6302	335	0	60	124	224	111	62	181	0	57	7	1
COAD_TCGA-G4-6303	61	9	13	0	15	0	3	0	0	26	3	1
COAD_TCGA-G4-6304	330	0	38	257	179	49	78	174	49	43	1	0
COAD_TCGA-G4-6306	59	2	6	15	1	9	2	23	3	23	5	3
COAD_TCGA-G4-6307	21	6	6	15	0	2	0	8	19	28	5	4
COAD_TCGA-G4-6309	530	0	9	51	151	47	70	94	0	11	2	7
COAD_TCGA-G4-6310	60	2	12	30	0	5	0	7	13	25	4	2
COAD_TCGA-G4-6311	55	9	11	8	3	5	4	11	25	56	5	11
COAD_TCGA-G4-6314	72	3	14	17	0	16	9	3	4	28	21	3
COAD_TCGA-G4-6315	71	8	6	9	4	0	12	0	10	59	12	4
COAD_TCGA-G4-6317	61	3	12	7	4	0	3	5	24	17	5	1
COAD_TCGA-G4-6320	571	4	42	166	200	113	21	46	108	137	4	0
COAD_TCGA-G4-6321	38	4	5	10	4	1	0	1	9	26	3	1
COAD_TCGA-G4-6322	40	5	7	3	0	2	4	7	35	21	0	0
COAD_TCGA-G4-6323	45	7	0	15	2	0	11	8	12	26	6	4
COAD_TCGA-G4-6586	526	0	27	146	186	58	131	221	13	44	0	24
COAD_TCGA-G4-6588	613	0	9	427	475	191	367	339	69	50	12	26
COAD_TCGA-G4-6625	50	0	4	0	11	0	0	29	15	50	5	2
COAD_TCGA-G4-6626	77	0	12	15	0	0	3	7	19	51	5	0
COAD_TCGA-G4-6627	62	5	1	1	8	5	8	0	1	33	7	2
COAD_TCGA-G4-6628	577	2	15	518	662	212	0	202	138	61	14	15
COAD_TCGA-NH-A50T	71	5	19	18	0	1	0	0	9	39	3	0
COAD_TCGA-NH-A50U	43	9	6	8	1	0	3	15	13	8	8	4
COAD_TCGA-NH-A50V	86	11	2	19	4	7	7	0	20	57	2	1
COAD_TCGA-NH-A5IV	1029	1	37	422	665	73	298	316	125	64	0	3
COAD_TCGA-NH-A6GA	41	3	14	0	6	5	0	1	19	29	10	3
COAD_TCGA-NH-A6GB	78	8	8	16	12	1	6	1	35	63	3	4
COAD_TCGA-NH-A6GC	48	6	8	10	0	12	0	0	0	51	15	6
COAD_TCGA-NH-A8F7	56	7	6	5	5	1	6	0	24	54	4	2
COAD_TCGA-NH-A8F8	49	4	1	17	0	4	0	4	31	47	1	2
COAD_TCGA-QG-A5YV	84	9	9	25	1	3	3	5	13	54	10	11
COAD_TCGA-QG-A5YW	55	9	12	24	6	0	3	25	8	54	4	3
COAD_TCGA-QG-A5YX	63	4	0	5	0	3	0	5	18	18	0	2
COAD_TCGA-QG-A5Z1	51	4	11	23	0	3	2	4	3	28	2	2
COAD_TCGA-QG-A5Z2	470	3	33	178	265	69	68	106	21	64	3	10
COAD_TCGA-QL-A97D	86	17	14	43	0	12	13	11	30	96	6	4
COAD_TCGA-RU-A8FL	35	1	8	34	7	2	1	13	20	66	11	9
COAD_TCGA-SS-A7HO	71	5	0	8	13	5	6	0	18	88	5	2
COAD_TCGA-T9-A92H	61	11	6	8	16	8	5	0	30	89	15	11
COAD_TCGA-WS-AB45	1804	0	140	280	536	111	156	280	0	0	0	22
UCEC_TCGA-2E-A9G8	11	1	1	8	8	0	0	4	2	37	9	7
UCEC_TCGA-4E-A92E	5	5	40	4	0	2	2	1	33	0	164	0
UCEC_TCGA-5B-A90C	13	5	2	2	9	4	2	0	8	24	0	2
UCEC_TCGA-5S-A9Q8	17	2	12	6	2	1	0	8	11	11	0	0
UCEC_TCGA-A5-A0G1	960	994	841	1613	2050	4495	543	0	2998	1430	162	322
UCEC_TCGA-A5-A0GQ	28	1	0	2	0	1	2	7	13	22	6	0
UCEC_TCGA-A5-A0R6	18	0	3	0	5	0	0	1	19	17	2	1
UCEC_TCGA-A5-A0R7	16	2	0	0	8	0	5	2	17	36	1	5
UCEC_TCGA-A5-A0R8	22	1	4	5	0	2	4	2	18	28	1	0
UCEC_TCGA-A5-A0R9	21	0	4	0	1	0	1	8	13	7	0	0
UCEC_TCGA-A5-A0RA	34	0	7	0	3	2	8	5	6	18	2	0
UCEC_TCGA-A5-A0VO	31	1	3	9	0	0	0	7	17	17	7	0
UCEC_TCGA-A5-A0VP	1247	0	91	102	399	45	171	70	0	28	18	15
UCEC_TCGA-A5-A0VQ	156	5	0	33	190	0	0	29	22	11	4	0
UCEC_TCGA-A5-A1OF	2107	1056	648	2370	2009	5377	1684	423	2314	0	0	497
UCEC_TCGA-A5-A1OG	7	2	0	3	6	0	5	2	3	11	8	0
UCEC_TCGA-A5-A1OH	23	0	8	0	1	0	10	5	40	54	46	7
UCEC_TCGA-A5-A1OJ	26	0	11	8	0	0	1	1	4	15	2	0
UCEC_TCGA-A5-A1OK	12	3	5	12	5	2	0	0	23	19	3	0
UCEC_TCGA-A5-A2K2	25	6	0	2	19	0	4	10	12	59	48	5
UCEC_TCGA-A5-A2K3	1197	0	68	77	522	81	55	37	8	34	9	7
UCEC_TCGA-A5-A2K4	15	0	0	0	3	1	4	2	9	15	0	1
UCEC_TCGA-A5-A2K5	174	7955	3615	517	74	559	132	667	574	277	170	350
UCEC_TCGA-A5-A2K7	313	0	21	69	270	43	31	74	12	29	20	0
UCEC_TCGA-A5-A3LO	7	2	3	4	4	1	8	1	5	7	2	0
UCEC_TCGA-A5-A3LP	15	0	5	5	4	0	0	4	20	3	16	2
UCEC_TCGA-A5-A7WK	24	3	5	0	3	0	7	13	0	28	32	0
UCEC_TCGA-A5-AB3J	19	0	1	8	0	0	2	5	1	13	7	1
UCEC_TCGA-AJ-A23M	13	1	3	4	3	1	6	6	0	52	58	5
UCEC_TCGA-AJ-A23N	9	2	7	3	4	0	7	0	0	17	13	2
UCEC_TCGA-AJ-A23O	171	0	44	84	237	61	95	363	0	187	0	18
UCEC_TCGA-AJ-A2QK	34	2	0	0	9	0	4	13	9	32	4	0
UCEC_TCGA-AJ-A2QL	17	2	3	9	0	0	3	0	7	15	3	1
UCEC_TCGA-AJ-A2QM	16	1	0	0	8	0	0	15	0	21	231	0
UCEC_TCGA-AJ-A2QN	41	1	1	28	0	0	0	4	1	20	5	0
UCEC_TCGA-AJ-A2QO	400	0	30	145	450	82	73	225	16	26	23	0
UCEC_TCGA-AJ-A3BD	19	1	10	5	8	0	6	7	9	30	13	0
UCEC_TCGA-AJ-A3BF	8	1	0	2	0	2	1	2	8	14	0	3
UCEC_TCGA-AJ-A3BG	1119	0	77	151	315	45	45	73	0	21	6	4
UCEC_TCGA-AJ-A3BH	1828	0	46	608	1038	417	101	0	26	26	12	9
UCEC_TCGA-AJ-A3BI	8	1	0	6	0	2	4	5	6	18	3	0
UCEC_TCGA-AJ-A3BK	28	2	0	4	3	8	2	3	18	21	0	2
UCEC_TCGA-AJ-A3EJ	31	2	10	0	8	1	0	0	5	30	0	2
UCEC_TCGA-AJ-A3EK	970	1595	825	1036	1216	1720	556	156	1609	181	126	189
UCEC_TCGA-AJ-A3EL	678	4426	3642	1112	34	883	1042	703	142	0	0	532
UCEC_TCGA-AJ-A3EM	7	3	0	12	0	0	4	10	5	43	1	0
UCEC_TCGA-AJ-A3I9	9	1	0	3	5	3	7	1	7	4	3	3
UCEC_TCGA-AJ-A3IA	0	2	1	15	22	24	10	36	15	162	56	23
UCEC_TCGA-AJ-A3NF	4	1	4	12	0	3	0	0	12	17	22	0
UCEC_TCGA-AJ-A3NG	45	0	0	4	0	2	8	6	30	22	3	0
UCEC_TCGA-AJ-A3OJ	607	0	29	43	270	72	52	114	0	2	16	1
UCEC_TCGA-AJ-A3OK	862	0	20	18	103	7	52	18	0	9	1	3
UCEC_TCGA-AJ-A3OL	148	0	8	4	106	0	21	43	8	19	4	2
UCEC_TCGA-AJ-A3QS	18	22	21	13	3	3	0	1	0	40	269	0
UCEC_TCGA-AJ-A3TW	22	4	6	3	6	1	3	9	0	20	106	2
UCEC_TCGA-AJ-A5DV	50	0	3	0	8	3	1	0	5	36	4	1
UCEC_TCGA-AJ-A5DW	97	3324	1391	113	0	363	37	114	56	28	18	50
UCEC_TCGA-AJ-A6NU	2	2	10	4	0	0	2	2	14	21	4	0
UCEC_TCGA-AJ-A8CT	718	0	39	58	46	23	1	39	6	0	0	4
UCEC_TCGA-AJ-A8CV	81	4	2	33	56	0	14	52	39	7	0	6
UCEC_TCGA-AJ-A8CW	276	17	37	79	226	11	47	98	25	47	9	2
UCEC_TCGA-AP-A059	1279	1275	871	1188	3630	5422	182	0	2141	62	77	186
UCEC_TCGA-AP-A0LE	146	0	7	47	185	25	51	109	18	22	2	0
UCEC_TCGA-AP-A0LF	39	9	5	7	0	11	8	0	0	83	155	8
UCEC_TCGA-AP-A0LL	16	3	0	5	6	0	2	0	9	11	5	0
UCEC_TCGA-AP-A0LM	3126	3847	4727	2942	173	2772	889	0	1127	0	0	151
UCEC_TCGA-AP-A0LP	113	0	12	12	112	0	20	36	16	18	5	0
UCEC_TCGA-AP-A0LQ	23	0	1	0	6	0	12	0	14	13	1	0
UCEC_TCGA-AP-A0LS	117	0	4	45	134	30	54	119	14	26	4	0
UCEC_TCGA-AP-A1DH	229	9	8	44	331	5	33	17	19	57	8	8
UCEC_TCGA-AP-A1DK	191	0	20	1930	6558	1194	325	5399	3124	0	0	0
UCEC_TCGA-AP-A1DM	102	3	7	62	136	9	44	30	8	41	23	6
UCEC_TCGA-AP-A1DO	232	8	16	42	245	0	44	88	2	77	10	6
UCEC_TCGA-AP-A1DP	101	9	9	95	192	0	61	36	35	50	7	4
UCEC_TCGA-AP-A1DQ	5	0	2	7	0	0	0	2	3	15	5	0
UCEC_TCGA-AP-A1DR	309	16	23	111	299	44	7	107	23	57	0	0
UCEC_TCGA-AP-A1DV	998	6858	4891	4819	0	2783	0	0	427	0	262	225
UCEC_TCGA-AP-A1E0	273	4440	2389	199	35	494	0	334	0	64	0	132
UCEC_TCGA-AP-A1E1	182	6	44	87	222	4	31	111	4	51	13	8
UCEC_TCGA-AP-A1E3	17	2	3	0	0	1	1	4	17	12	3	0
UCEC_TCGA-AP-A1E4	6	2	4	3	7	0	2	0	3	11	1	0
UCEC_TCGA-AP-A5FX	7	0	0	8	0	1	1	1	23	13	2	0
UCEC_TCGA-AW-A1PO	3	0	6	3	7	0	2	9	17	41	11	2
UCEC_TCGA-AX-A06H	180	8	12	41	132	0	33	43	16	13	3	0
UCEC_TCGA-AX-A06L	22	0	0	2	0	8	4	0	5	11	1	0
UCEC_TCGA-AX-A0IS	25	2	0	10	2	0	1	2	2	14	3	2
UCEC_TCGA-AX-A0IU	15	1	2	6	1	3	5	0	10	25	8	0
UCEC_TCGA-AX-A0J0	246	6281	2591	71	3	371	253	761	0	0	0	376
UCEC_TCGA-AX-A1C4	322	1	26	74	430	45	53	146	35	16	15	12
UCEC_TCGA-AX-A1C5	746	0	37	51	369	15	65	110	23	0	0	9
UCEC_TCGA-AX-A1C7	5	0	10	8	0	4	1	1	2	23	1	5
UCEC_TCGA-AX-A1C8	14	7	1	0	6	0	15	0	14	20	18	0
UCEC_TCGA-AX-A1C9	1036	0	66	49	221	14	82	54	0	33	0	13
UCEC_TCGA-AX-A1CA	32	4	0	4	1	5	1	1	5	22	78	2
UCEC_TCGA-AX-A1CC	3	0	0	0	0	0	3	0	12	6	4	0
UCEC_TCGA-AX-A1CE	3707	721	466	4031	3600	3520	1382	0	1484	142	68	307
UCEC_TCGA-AX-A1CF	4	4	4	0	10	0	6	3	14	83	22	2
UCEC_TCGA-AX-A1CI	18	0	6	0	1	4	8	0	11	10	2	0
UCEC_TCGA-AX-A1CJ	32	3	0	0	5	0	2	1	23	15	2	0
UCEC_TCGA-AX-A1CK	26	1	4	2	0	1	2	0	16	24	1	2
UCEC_TCGA-AX-A1CN	7	0	4	6	0	0	0	10	9	10	1	0
UCEC_TCGA-AX-A1CP	15	0	2	1	0	0	0	9	0	7	3	0
UCEC_TCGA-AX-A2H2	18	4	14	8	0	1	2	16	21	80	142	2
UCEC_TCGA-AX-A2H4	24	2	3	0	11	5	9	9	0	55	158	4
UCEC_TCGA-AX-A2H5	4	1	0	13	0	0	0	0	6	18	14	1
UCEC_TCGA-AX-A2H7	19	4	6	17	0	3	0	15	35	26	8	0
UCEC_TCGA-AX-A2H8	14	0	4	5	3	0	5	0	2	35	4	2
UCEC_TCGA-AX-A2HA	852	0	52	135	560	142	184	170	1	54	4	15
UCEC_TCGA-AX-A2HC	1585	10559	3952	1829	0	4696	0	0	0	0	164	0
UCEC_TCGA-AX-A2HD	3410	396	430	3341	1840	2281	206	0	1921	0	0	96
UCEC_TCGA-AX-A2HF	2	0	0	2	0	0	0	5	2	10	7	0
UCEC_TCGA-AX-A2HG	355	0	17	44	389	70	42	165	36	0	4	6
UCEC_TCGA-AX-A2HH	22	0	1	7	0	5	3	4	11	12	5	0
UCEC_TCGA-AX-A2HJ	257	0	15	90	431	2	975	571	17	0	0	0
UCEC_TCGA-AX-A2HK	9	1	10	4	8	1	0	11	1	40	6	0
UCEC_TCGA-AX-A2IN	162	8	19	71	220	36	66	79	26	38	3	1
UCEC_TCGA-AX-A2IO	18	9	32	6	3	0	0	0	0	65	489	0
UCEC_TCGA-AX-A3FS	277	5	14	68	382	0	24	205	10	13	9	3
UCEC_TCGA-AX-A3FT	745	0	44	81	401	213	65	184	67	0	0	36
UCEC_TCGA-AX-A3FV	14	0	5	3	4	10	15	17	0	54	17	8
UCEC_TCGA-AX-A3FW	21	4	2	11	0	2	6	0	3	24	0	1
UCEC_TCGA-AX-A3FX	7	2	6	2	0	0	5	5	18	39	7	2
UCEC_TCGA-AX-A3FZ	12	4	9	3	0	0	3	2	13	8	3	1
UCEC_TCGA-AX-A3G1	11	1	6	5	2	5	0	6	10	26	4	2
UCEC_TCGA-AX-A3G3	9	3	5	7	0	3	16	11	24	112	37	4
UCEC_TCGA-AX-A3G4	2	0	2	2	4	0	5	9	7	23	3	0
UCEC_TCGA-AX-A3G6	8	5	7	9	9	1	0	0	16	13	6	0
UCEC_TCGA-AX-A3G7	10	2	0	8	0	0	0	6	10	6	0	0
UCEC_TCGA-AX-A3G8	339	18	22	168	334	16	13	87	46	0	4	3
UCEC_TCGA-AX-A3G9	282	7	41	102	178	47	21	111	31	42	4	0
UCEC_TCGA-AX-A3GB	58	2	5	14	5	0	3	0	14	31	0	1
UCEC_TCGA-AX-A3GI	2	0	5	8	0	1	0	3	10	35	6	1
UCEC_TCGA-B5-A0JN	0	1	7	7	16	0	2	30	19	75	33	1
UCEC_TCGA-B5-A0JS	11	0	0	3	4	0	2	2	2	7	3	3
UCEC_TCGA-B5-A0JT	27	6	3	0	4	0	0	9	11	14	2	0
UCEC_TCGA-B5-A0JU	148	7	32	83	167	3	0	66	34	63	3	0
UCEC_TCGA-B5-A0JX	32	2	2	0	7	0	1	0	15	21	18	4
UCEC_TCGA-B5-A0JY	296	7641	3638	421	192	1222	329	0	278	0	0	155
UCEC_TCGA-B5-A0K8	10	4	4	2	0	1	4	0	8	14	20	0
UCEC_TCGA-B5-A0K9	309	9	23	90	182	37	82	112	36	23	15	9
UCEC_TCGA-B5-A0KB	15	1	0	0	4	1	2	0	2	28	2	0
UCEC_TCGA-B5-A11E	1541	1807	2073	1795	940	2057	1253	182	1631	0	0	298
UCEC_TCGA-B5-A11F	22	1	7	0	0	1	0	4	12	4	5	0
UCEC_TCGA-B5-A11G	70	0	2	81	0	0	210	236	39	13	8	23
UCEC_TCGA-B5-A11H	387	0	21	75	357	12	115	165	4	12	2	0
UCEC_TCGA-B5-A11I	6	6	4	10	4	0	0	9	6	21	6	0
UCEC_TCGA-B5-A11J	144	0	27	62	167	4	7	76	3	27	14	6
UCEC_TCGA-B5-A11L	44	5	9	10	0	0	3	12	21	44	6	1
UCEC_TCGA-B5-A11M	12	4	5	3	3	0	0	0	4	7	0	0
UCEC_TCGA-B5-A11N	139	1263	968	123	0	2	0	143	0	17	7	47
UCEC_TCGA-B5-A11O	28	1	7	23	19	0	4	15	8	18	0	0
UCEC_TCGA-B5-A11P	13	0	2	8	7	0	2	1	13	20	7	0
UCEC_TCGA-B5-A11Q	11	2	2	6	6	0	0	0	6	11	3	4
UCEC_TCGA-B5-A11R	38	0	52	11	28	0	0	0	9	0	810	4
UCEC_TCGA-B5-A11S	12	0	5	7	1	1	0	4	14	16	0	0
UCEC_TCGA-B5-A11U	145	5	5	11	137	6	17	70	22	0	11	0
UCEC_TCGA-B5-A11V	24	2	7	0	2	0	3	2	4	26	2	2
UCEC_TCGA-B5-A11W	35	2	6	0	3	0	1	2	14	28	0	0
UCEC_TCGA-B5-A11X	20	0	6	0	7	0	5	0	5	27	3	2
UCEC_TCGA-B5-A11Y	883	0	33	137	166	0	62	168	0	0	0	4
UCEC_TCGA-B5-A11Z	33	1	0	2	0	3	2	0	10	19	7	0
UCEC_TCGA-B5-A121	4	4	5	5	0	0	0	4	8	10	2	0
UCEC_TCGA-B5-A1MR	135	5149	2573	604	0	473	197	967	59	0	24	515
UCEC_TCGA-B5-A1MS	7	2	4	12	0	6	0	0	7	23	2	0
UCEC_TCGA-B5-A1MU	7	1	3	0	5	1	0	3	8	14	0	0
UCEC_TCGA-B5-A1MV	26	3	0	11	2	3	1	2	24	18	3	0
UCEC_TCGA-B5-A1MW	47	0	10	113	0	0	260	377	0	27	3	21
UCEC_TCGA-B5-A1MX	0	0	33	0	3141	3089	0	1786	1489	0	0	6
UCEC_TCGA-B5-A1MY	11	1	0	4	2	2	6	0	6	19	10	0
UCEC_TCGA-B5-A1MZ	25	3	8	0	2	0	3	0	14	15	5	0
UCEC_TCGA-B5-A1N2	1	6	7	11	1	12	11	0	24	88	29	2
UCEC_TCGA-B5-A3F9	27	0	3	28	0	1	0	6	0	23	6	0
UCEC_TCGA-B5-A3FA	851	1714	2130	1159	2040	1500	3929	1668	2158	0	0	463
UCEC_TCGA-B5-A3FB	25	3	2	2	2	2	2	1	21	12	4	0
UCEC_TCGA-B5-A3FC	7055	532	257	5502	0	2135	1824	673	3413	0	0	133
UCEC_TCGA-B5-A3FD	21	2	1	4	9	0	7	0	8	17	0	0
UCEC_TCGA-B5-A3FH	14	3	6	0	2	0	4	2	13	4	0	4
UCEC_TCGA-B5-A3S1	19	5	13	5	12	0	3	0	1	18	67	1
UCEC_TCGA-B5-A5OC	272	7	9	114	573	74	125	144	30	77	14	0
UCEC_TCGA-B5-A5OD	6	2	3	13	1	0	2	5	7	17	5	3
UCEC_TCGA-B5-A5OE	27	2	0	17	0	1	7	6	10	25	16	4
UCEC_TCGA-BG-A0M8	13	2	2	7	10	2	1	8	2	42	11	1
UCEC_TCGA-BG-A0MA	13	2	5	0	11	0	3	0	5	18	2	0
UCEC_TCGA-BG-A0MG	45	5	14	0	15	2	9	6	18	30	5	0
UCEC_TCGA-BG-A0MK	35	3	6	5	32	0	2	12	18	19	0	0
UCEC_TCGA-BG-A0MQ	196	6	12	13	219	0	99	72	30	60	0	5
UCEC_TCGA-BG-A0MU	18	3	4	6	0	0	5	1	18	28	0	0
UCEC_TCGA-BG-A0RY	18	0	6	0	13	0	1	2	3	16	9	2
UCEC_TCGA-BG-A0VV	22	0	2	0	1	1	0	2	7	23	0	2
UCEC_TCGA-BG-A0VW	154	9	25	40	198	5	5	55	42	25	5	10
UCEC_TCGA-BG-A0VX	37	75	60	45	5	22	20	0	0	5	1	0
UCEC_TCGA-BG-A0VZ	112	10	13	44	103	0	6	75	0	28	9	2
UCEC_TCGA-BG-A0W1	19	0	6	11	8	0	0	0	7	21	2	2
UCEC_TCGA-BG-A0W2	23	3	4	0	0	0	2	0	7	5	1	3
UCEC_TCGA-BG-A0YU	11	0	0	4	3	0	3	0	0	5	2	2
UCEC_TCGA-BG-A0YV	39	2	4	0	12	1	6	6	12	13	3	1
UCEC_TCGA-BG-A186	15	0	0	3	7	0	0	3	4	5	1	1
UCEC_TCGA-BG-A187	39	1	8	0	5	2	5	2	15	32	0	0
UCEC_TCGA-BG-A18A	25	5	1	0	1	1	3	0	20	21	1	1
UCEC_TCGA-BG-A18B	127	3	1	10	159	22	16	44	20	6	8	1
UCEC_TCGA-BG-A18C	17	3	0	0	0	0	6	3	12	10	5	4
UCEC_TCGA-BG-A220	271	10	13	119	315	22	20	128	75	26	4	0
UCEC_TCGA-BG-A221	634	0	47	91	275	2	256	412	0	0	9	0
UCEC_TCGA-BG-A222	247	23	120	859	1716	0	2534	100	1202	151	114	14
UCEC_TCGA-BG-A2AE	29	0	1	0	4	0	4	5	7	22	6	6
UCEC_TCGA-BG-A2L7	277	1	27	65	186	26	41	80	41	17	5	0
UCEC_TCGA-BG-A3EW	111	5	22	88	135	33	57	120	20	31	6	0
UCEC_TCGA-BG-A3PP	10	6	4	5	0	7	2	0	8	29	3	0
UCEC_TCGA-BK-A0CA	30	2	11	0	5	0	2	2	9	14	0	0
UCEC_TCGA-BK-A0CB	17	1	0	7	0	4	3	3	19	23	0	0
UCEC_TCGA-BK-A0CC	7	2	5	7	11	0	1	0	6	18	15	6
UCEC_TCGA-BK-A139	27	8	10	9	0	6	0	25	36	73	13	5
UCEC_TCGA-BK-A13B	184	1	22	69	318	12	68	136	19	23	2	0
UCEC_TCGA-BK-A13C	20	0	4	0	0	5	2	2	8	16	0	0
UCEC_TCGA-BK-A26L	23	1	0	9	13	3	6	18	1	39	6	2
UCEC_TCGA-BK-A4ZD	26	2	4	3	4	3	10	0	11	44	2	5
UCEC_TCGA-BK-A56F	24	0	13	0	8	4	6	4	4	14	1	0
UCEC_TCGA-BK-A6W3	149	3618	2001	215	30	180	0	481	0	106	10	116
UCEC_TCGA-BK-A6W4	14	5	2	0	1	0	2	2	1	4	1	1
UCEC_TCGA-BS-A0T9	23	1	2	0	10	1	0	0	8	26	0	0
UCEC_TCGA-BS-A0TA	98	2	18	91	137	50	66	102	0	1	7	5
UCEC_TCGA-BS-A0TC	81	1186	442	36	32	50	0	0	0	45	0	0
UCEC_TCGA-BS-A0TD	10	2	4	2	2	0	4	5	4	12	1	1
UCEC_TCGA-BS-A0TE	47	5	0	57	86	25	23	38	59	47	25	0
UCEC_TCGA-BS-A0TG	23	0	4	1	0	0	1	5	1	14	5	0
UCEC_TCGA-BS-A0TI	0	3	4	0	2	10	11	13	19	47	0	3
UCEC_TCGA-BS-A0TJ	276	0	15	57	283	63	16	97	0	17	12	7
UCEC_TCGA-BS-A0U5	26	0	9	1	1	1	9	4	1	15	4	0
UCEC_TCGA-BS-A0U7	61	0	4	10	52	4	14	63	16	22	7	0
UCEC_TCGA-BS-A0U8	148	0	8	60	144	5	37	70	26	0	4	0
UCEC_TCGA-BS-A0U9	9	0	0	0	2	0	2	0	9	15	0	0
UCEC_TCGA-BS-A0UA	143	2	4	38	79	0	11	60	38	9	10	0
UCEC_TCGA-BS-A0UF	244	6517	2870	216	122	1093	167	154	68	64	39	275
UCEC_TCGA-BS-A0UJ	35	184	5	0	0	0	547	1411	15	0	2	125
UCEC_TCGA-BS-A0UL	234	4	6	23	134	0	17	55	0	11	0	2
UCEC_TCGA-BS-A0UT	12	2	0	0	0	0	3	5	6	10	4	0
UCEC_TCGA-BS-A0UV	797	6160	4360	291	178	779	249	0	333	0	78	0
UCEC_TCGA-BS-A0V4	118	3	8	41	133	5	15	42	16	38	3	0
UCEC_TCGA-BS-A0V6	15	2	2	13	0	0	1	4	11	21	5	0
UCEC_TCGA-BS-A0V7	15	2	1	11	1	2	2	3	15	13	2	1
UCEC_TCGA-BS-A0V8	17	1	6	9	4	0	0	18	0	32	15	1
UCEC_TCGA-BS-A0VI	102	3	13	49	75	17	37	50	29	20	0	0
UCEC_TCGA-BS-A0WQ	10	0	6	11	3	0	0	1	14	15	1	0
UCEC_TCGA-D1-A0ZN	9	0	8	0	0	0	1	6	10	18	1	2
UCEC_TCGA-D1-A0ZO	217	3	17	56	240	6	23	82	17	26	8	8
UCEC_TCGA-D1-A0ZP	11	4	1	2	1	0	0	3	2	17	4	0
UCEC_TCGA-D1-A0ZQ	28	5	5	12	0	0	0	0	15	32	3	2
UCEC_TCGA-D1-A0ZR	11	3	7	10	0	1	1	3	8	19	5	0
UCEC_TCGA-D1-A0ZS	156	0	11	42	126	7	13	95	11	10	2	0
UCEC_TCGA-D1-A0ZU	20	0	2	0	1	0	0	0	9	7	3	0
UCEC_TCGA-D1-A0ZV	16	5	2	0	4	1	3	0	14	3	3	0
UCEC_TCGA-D1-A0ZZ	14	0	5	8	0	2	0	3	0	32	17	0
UCEC_TCGA-D1-A101	162	6	20	65	195	17	4	85	4	20	13	0
UCEC_TCGA-D1-A102	24	1	1	0	0	4	2	0	15	15	0	0
UCEC_TCGA-D1-A103	1511	1957	1110	1734	820	1602	426	0	989	228	7	105
UCEC_TCGA-D1-A15V	11	2	3	6	0	4	2	0	8	18	2	0
UCEC_TCGA-D1-A15W	26	2	7	5	1	1	6	3	7	25	3	0
UCEC_TCGA-D1-A15X	633	8	79	169	407	15	809	28	84	74	5	22
UCEC_TCGA-D1-A15Z	32	3	2	9	0	4	0	1	9	19	10	0
UCEC_TCGA-D1-A160	97	14	0	47	247	0	89	74	3	22	9	4
UCEC_TCGA-D1-A161	39	0	0	14	2	3	2	9	23	17	2	0
