Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S	SBS96T
BRCA_TCGA-JL-A3YX	1	4	2	4	1	2	0	3	0	4	1	0	0	8	15	0	0	0	1	3
BRCA_TCGA-LD-A66U	1	4	1	4	11	6	0	0	3	0	0	1	3	1	1	1	0	2	3	2
BRCA_TCGA-LD-A74U	1	3	24	7	3	10	0	0	0	0	0	0	0	91	192	0	0	0	0	21
BRCA_TCGA-LD-A7W5	1	3	4	9	8	6	0	0	0	0	2	3	0	4	14	7	1	0	0	3
BRCA_TCGA-LD-A7W6	1	4	1	7	2	0	0	0	1	1	0	0	6	6	1	6	0	3	0	7
BRCA_TCGA-LD-A9QF	0	2	3	9	0	1	0	0	2	0	0	0	0	3	2	8	0	6	0	3
BRCA_TCGA-LL-A440	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0
BRCA_TCGA-LL-A50Y	0	2	0	9	2	1	0	0	5	5	1	0	0	6	0	3	0	1	0	8
BRCA_TCGA-LL-A5YL	0	2	11	6	4	7	0	0	3	1	0	3	0	22	24	0	0	0	4	6
BRCA_TCGA-LL-A5YM	0	3	1	4	3	1	0	0	0	2	1	0	3	9	1	0	0	9	2	1
BRCA_TCGA-LL-A5YN	0	1	3	4	2	5	0	0	3	8	1	0	0	5	0	0	4	4	1	2
BRCA_TCGA-LL-A5YO	1	3	1	0	2	0	1	0	2	4	4	1	0	0	13	0	2	20	7	0
BRCA_TCGA-LL-A5YP	4	3	2	2	9	0	0	1	2	2	3	7	3	11	9	6	0	29	8	4
BRCA_TCGA-LL-A6FP	2	2	6	0	7	6	0	0	1	0	2	1	0	16	10	3	1	5	6	7
BRCA_TCGA-LL-A6FQ	0	8	4	8	3	9	0	1	0	0	5	0	0	10	1	5	0	2	7	6
BRCA_TCGA-LL-A6FR	0	0	4	11	6	2	0	0	2	5	1	0	4	3	2	7	0	16	0	0
BRCA_TCGA-LL-A73Y	3	3	13	6	10	0	3	0	9	0	3	2	0	0	111	14	1	15	0	0
BRCA_TCGA-LL-A73Z	0	2	1	6	3	3	1	0	0	8	0	0	0	3	1	6	1	5	1	7
BRCA_TCGA-LL-A740	1	4	2	2	6	10	0	0	7	4	0	1	0	9	3	1	1	8	1	8
BRCA_TCGA-LL-A7SZ	3	4	7	10	6	3	0	0	0	0	8	1	4	5	7	4	3	0	3	7
BRCA_TCGA-LL-A7T0	1	9	6	13	1	1	0	0	2	6	1	0	3	5	9	5	1	2	9	3
BRCA_TCGA-LL-A8F5	2	2	4	10	2	5	5	4	6	20	14	5	6	13	12	12	5	58	6	9
BRCA_TCGA-LL-A9Q3	0	7	5	2	2	9	0	3	1	4	0	1	1	5	5	3	1	4	3	12
BRCA_TCGA-OK-A5Q2	0	0	8	8	3	1	0	0	0	3	3	1	0	2	5	0	3	3	0	3
BRCA_TCGA-OL-A5D6	1	0	4	11	0	0	0	0	1	3	0	0	0	7	5	14	1	3	2	5
BRCA_TCGA-OL-A5D7	1	2	1	4	3	10	0	0	4	6	2	4	0	3	12	5	3	18	0	2
BRCA_TCGA-OL-A5D8	0	4	1	4	0	1	2	0	1	3	2	3	0	2	3	2	5	3	1	2
BRCA_TCGA-OL-A5DA	1	2	15	4	2	5	0	0	3	7	1	0	2	11	51	0	2	4	1	3
BRCA_TCGA-OL-A5RU	0	5	1	5	3	6	0	0	1	0	0	0	2	7	0	6	0	5	2	3
BRCA_TCGA-OL-A5RV	0	0	1	5	2	0	0	0	0	2	0	0	0	0	0	0	1	4	0	2
BRCA_TCGA-OL-A5RW	2	4	9	1	16	3	2	1	5	0	12	9	3	9	98	8	3	67	1	0
BRCA_TCGA-OL-A5RX	0	5	3	3	1	4	0	0	2	1	2	2	0	0	2	6	0	1	3	0
BRCA_TCGA-OL-A5RY	0	2	0	1	1	1	0	0	0	2	2	0	0	0	2	0	0	2	0	0
BRCA_TCGA-OL-A5RZ	4	15	9	12	0	14	2	1	3	4	0	5	12	10	15	4	2	28	6	6
BRCA_TCGA-OL-A5S0	0	2	3	6	5	8	0	0	2	0	0	0	1	2	5	1	2	6	0	1
BRCA_TCGA-OL-A66H	0	2	0	1	3	3	0	0	0	0	2	0	1	2	0	0	0	6	3	4
BRCA_TCGA-OL-A66I	0	4	3	7	0	0	0	3	1	1	1	3	1	13	1	0	0	18	0	0
BRCA_TCGA-OL-A66J	3	5	1	13	0	0	0	2	1	3	7	0	5	11	6	5	1	4	1	0
BRCA_TCGA-OL-A66K	0	11	1	4	2	3	0	0	0	0	0	0	0	8	1	6	0	7	0	4
BRCA_TCGA-OL-A66L	1	4	7	0	1	7	0	0	0	0	4	0	1	16	46	0	0	0	3	4
BRCA_TCGA-OL-A66N	0	5	4	11	4	4	0	1	2	0	3	2	0	6	1	1	1	3	4	6
BRCA_TCGA-OL-A66O	0	3	1	10	1	0	2	0	0	0	2	1	0	2	2	8	1	4	0	1
BRCA_TCGA-OL-A66P	4	4	5	1	7	10	2	2	6	0	1	9	6	4	1	24	0	22	5	10
BRCA_TCGA-OL-A6VO	2	4	1	4	0	5	0	0	0	7	2	0	0	2	2	1	1	4	0	3
BRCA_TCGA-OL-A6VQ	2	3	5	2	6	7	0	0	2	0	0	1	0	10	34	0	0	0	0	10
BRCA_TCGA-OL-A6VR	0	3	1	1	5	1	0	0	1	0	0	2	0	0	1	0	0	1	1	0
BRCA_TCGA-OL-A97C	1	5	1	5	7	4	2	5	1	6	2	0	5	5	1	6	0	9	0	5
BRCA_TCGA-PE-A5DC	0	5	4	7	3	9	0	3	6	9	4	8	4	13	14	1	7	37	14	6
BRCA_TCGA-PE-A5DD	0	4	6	0	1	13	0	0	1	0	3	4	0	17	30	0	0	0	3	3
BRCA_TCGA-PE-A5DE	4	8	71	0	15	0	0	0	0	0	0	0	0	176	388	0	0	0	0	27
BRCA_TCGA-PL-A8LV	7	3	3	7	1	2	2	0	3	10	10	4	8	7	39	8	1	38	1	1
BRCA_TCGA-PL-A8LX	0	2	1	5	8	5	0	2	4	0	0	2	0	1	0	4	2	9	0	4
BRCA_TCGA-PL-A8LY	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1
BRCA_TCGA-PL-A8LZ	1	4	6	1	5	6	0	8	0	0	7	15	5	27	3	0	0	26	13	9
BRCA_TCGA-S3-A6ZF	1	2	1	7	0	17	0	0	1	5	0	0	0	0	6	3	2	5	0	2
BRCA_TCGA-S3-A6ZG	0	2	9	9	3	3	0	0	0	5	3	0	0	3	2	9	3	6	1	2
BRCA_TCGA-S3-A6ZH	1	7	4	4	3	3	0	0	1	1	0	0	0	4	2	0	4	5	1	5
BRCA_TCGA-S3-AA0Z	4	2	2	2	5	18	3	0	1	0	4	2	5	2	16	3	0	2	2	4
BRCA_TCGA-S3-AA10	0	1	1	4	7	4	2	2	1	3	0	7	13	9	16	22	3	46	0	9
BRCA_TCGA-S3-AA11	4	3	4	1	7	3	0	2	1	0	2	5	4	11	0	18	0	10	11	10
BRCA_TCGA-S3-AA12	0	1	3	7	0	6	0	2	1	0	0	3	0	6	4	14	2	4	3	4
BRCA_TCGA-S3-AA14	0	2	1	5	1	1	0	0	0	2	0	0	0	1	5	0	0	5	0	1
BRCA_TCGA-S3-AA15	2	2	4	1	1	2	0	2	0	0	1	0	0	9	29	0	2	5	0	0
BRCA_TCGA-S3-AA17	0	3	6	8	11	4	5	2	1	0	5	4	0	0	17	34	3	31	2	5
BRCA_TCGA-UL-AAZ6	4	4	4	9	16	0	2	6	3	2	2	1	5	6	17	15	3	25	7	9
BRCA_TCGA-UU-A93S	5	19	2	3	1	2	1	5	3	14	9	9	3	20	11	6	4	55	18	6
BRCA_TCGA-V7-A7HQ	0	2	1	0	1	5	0	0	0	2	0	0	3	0	4	3	0	7	3	0
BRCA_TCGA-W8-A86G	0	1	1	8	4	0	2	0	2	0	0	0	4	3	1	2	0	3	0	4
BRCA_TCGA-WT-AB41	0	0	4	7	7	3	0	0	1	0	1	0	0	15	14	1	1	0	3	5
BRCA_TCGA-WT-AB44	3	9	2	7	1	4	2	0	0	4	2	1	4	3	0	5	1	6	2	4
BRCA_TCGA-XX-A899	0	1	8	2	1	0	0	0	1	6	0	0	1	12	19	2	0	0	2	5
BRCA_TCGA-XX-A89A	3	5	19	11	4	2	5	0	0	0	5	0	2	19	174	0	0	14	2	0
BRCA_TCGA-Z7-A8R5	0	2	0	10	2	7	0	0	0	4	2	1	0	0	1	0	0	0	2	3
BRCA_TCGA-Z7-A8R6	2	7	9	3	7	4	0	0	3	1	0	0	0	19	41	0	2	0	3	6
COAD_TCGA-3L-AA1B	5	20	20	31	1	32	0	3	1	3	1	10	9	8	7	3	0	12	14	0
COAD_TCGA-4N-A93T	6	8	11	30	8	15	2	3	0	5	9	6	4	3	2	1	1	12	11	6
COAD_TCGA-4T-AA8H	6	27	11	30	0	28	2	3	0	24	1	1	2	12	1	13	0	13	5	0
COAD_TCGA-5M-AAT4	9	30	10	30	1	34	8	2	1	12	0	12	3	0	17	11	20	41	7	7
COAD_TCGA-5M-AAT5	8	18	5	20	0	29	0	1	2	7	0	2	3	2	3	5	3	3	11	2
COAD_TCGA-5M-AAT6	3	453	129	522	188	299	3	99	194	90	376	1	126	0	0	0	26	0	0	0
COAD_TCGA-5M-AATA	3	18	9	28	6	14	1	0	6	3	0	5	0	3	0	8	2	0	3	9
COAD_TCGA-5M-AATE	5	21	12	40	1	15	3	1	5	24	0	2	6	3	12	8	6	14	5	1
COAD_TCGA-A6-2671	3	13	4	21	3	11	4	0	0	0	0	0	3	3	1	6	0	15	7	0
COAD_TCGA-A6-2674	2	20	11	29	0	28	4	1	5	5	2	12	0	3	22	0	3	14	6	0
COAD_TCGA-A6-2675	3	24	7	35	0	21	0	0	0	4	0	0	13	6	7	10	1	5	2	2
COAD_TCGA-A6-2677	3	21	20	38	6	27	4	4	1	11	4	3	1	4	1	11	3	21	13	3
COAD_TCGA-A6-2681	2	18	9	35	0	28	6	3	2	0	9	16	5	0	0	7	7	15	9	11
COAD_TCGA-A6-2684	1	23	10	25	0	36	0	0	0	8	0	1	0	0	11	18	1	3	6	4
COAD_TCGA-A6-2685	1	7	4	9	2	16	0	0	0	0	2	7	4	2	6	0	0	2	4	1
COAD_TCGA-A6-2686	23	400	127	397	350	414	2	210	79	142	179	20	65	12	20	5	25	4	14	39
COAD_TCGA-A6-3809	17	201	34	192	158	142	16	107	117	65	200	46	60	0	2	0	44	26	27	22
COAD_TCGA-A6-3810	3	21	15	50	4	14	2	4	4	22	7	5	0	17	17	17	12	26	5	5
COAD_TCGA-A6-4105	0	34	7	33	0	18	4	4	6	9	6	17	12	7	10	2	3	17	20	10
COAD_TCGA-A6-4107	10	22	14	44	10	52	4	3	1	13	10	5	3	1	8	13	3	13	13	5
COAD_TCGA-A6-5656	2	28	12	43	0	24	0	0	6	10	3	4	0	3	2	0	3	12	11	1
COAD_TCGA-A6-5657	3	9	16	34	3	16	0	4	0	1	0	16	4	10	9	12	0	2	17	3
COAD_TCGA-A6-5659	10	32	35	35	9	82	1	2	4	0	5	26	0	2	8	7	2	6	30	13
COAD_TCGA-A6-5660	3	17	11	34	5	30	2	0	1	0	9	5	9	0	9	8	0	20	4	0
COAD_TCGA-A6-5661	21	289	74	283	169	172	2	113	29	186	106	3	43	3	5	0	7	26	9	21
COAD_TCGA-A6-5662	0	11	8	23	4	0	0	0	3	4	2	1	0	6	3	8	1	5	6	6
COAD_TCGA-A6-5664	4	8	2	21	2	2	4	0	4	0	5	0	0	0	1	16	2	4	3	0
COAD_TCGA-A6-5665	24	326	85	317	208	248	0	148	363	32	237	43	85	0	3	0	40	5	28	28
COAD_TCGA-A6-5666	7	15	14	34	0	10	2	5	3	0	6	0	5	1	4	0	5	1	9	2
COAD_TCGA-A6-5667	0	0	7	15	4	24	2	1	0	1	0	2	6	8	3	5	0	4	3	5
COAD_TCGA-A6-6137	5	13	13	35	0	13	0	0	4	15	1	0	10	9	2	15	3	11	9	3
COAD_TCGA-A6-6138	1	11	7	35	11	19	3	0	2	2	5	5	6	9	1	21	1	7	5	0
COAD_TCGA-A6-6142	0	8	4	18	8	23	6	1	5	0	0	0	0	5	4	19	2	0	9	5
COAD_TCGA-A6-6648	1	24	5	9	7	24	4	0	4	0	3	1	3	4	7	13	0	7	0	1
COAD_TCGA-A6-6649	4	22	10	45	6	11	0	4	1	8	4	0	0	12	6	6	4	13	2	7
COAD_TCGA-A6-6651	2	14	3	16	0	14	1	0	2	10	6	0	2	0	13	8	2	12	7	9
COAD_TCGA-A6-6652	1	6	2	20	12	22	0	0	4	0	2	8	0	5	5	3	4	5	6	3
COAD_TCGA-A6-6653	9	182	85	326	161	246	3	69	94	40	62	18	39	0	9	0	20	0	13	5
COAD_TCGA-A6-6654	4	47	20	100	0	36	2	1	1	0	0	0	4	3	8	6	2	0	5	4
COAD_TCGA-A6-6780	6	203	38	208	120	177	6	149	113	51	230	25	61	0	5	2	33	17	13	20
COAD_TCGA-A6-6781	12	440	129	651	225	529	5	103	42	170	127	0	17	0	13	0	10	0	0	1
COAD_TCGA-A6-6782	8	12	13	29	1	12	0	0	5	12	2	9	5	11	9	7	7	13	21	15
COAD_TCGA-A6-A565	0	77	22	86	53	61	0	27	26	55	45	3	0	6	5	16	4	0	3	0
COAD_TCGA-A6-A566	7	22	14	46	1	34	1	2	1	16	0	6	15	6	5	12	0	8	18	3
COAD_TCGA-A6-A567	5	5	9	15	0	10	0	0	3	5	1	0	2	0	1	2	2	8	7	2
COAD_TCGA-A6-A56B	1	15	10	30	2	23	2	0	0	2	4	0	7	0	4	0	0	17	9	5
COAD_TCGA-AA-3489	6	8	9	23	1	2	4	3	3	12	1	0	3	10	7	22	1	14	12	6
COAD_TCGA-AA-3492	21	475	114	394	312	244	21	174	202	128	264	62	78	30	20	0	35	27	5	68
COAD_TCGA-AA-3496	5	14	13	28	6	37	1	2	3	2	0	2	18	2	5	17	7	3	5	2
COAD_TCGA-AA-3502	2	39	26	50	0	41	3	0	2	14	6	9	2	1	5	7	4	15	18	3
COAD_TCGA-AA-3506	5	28	18	51	0	40	1	2	11	7	0	0	0	0	3	9	7	8	17	4
COAD_TCGA-AA-3510	1405	315	1217	27	198	0	661	16	84	0	0	0	190	171	5	0	0	0	294	0
COAD_TCGA-AA-3511	1	10	17	10	6	38	15	0	4	4	0	3	7	0	17	7	11	16	2	10
COAD_TCGA-AA-3522	1	4	3	3	1	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0
COAD_TCGA-AA-3556	0	8	0	6	0	7	0	0	0	0	1	0	0	2	0	0	1	0	1	0
COAD_TCGA-AA-3655	0	21	9	18	4	19	3	1	10	0	0	4	2	1	3	0	1	0	11	0
COAD_TCGA-AA-3660	4	36	14	36	7	22	0	0	0	3	0	7	1	5	4	12	1	0	26	0
COAD_TCGA-AA-3662	4	7	6	32	0	18	1	0	0	4	4	0	3	2	5	13	0	4	8	3
COAD_TCGA-AA-3663	33	254	42	187	325	166	18	283	349	95	289	76	70	8	11	25	77	36	2	14
COAD_TCGA-AA-3697	3	20	13	51	3	0	1	6	6	17	8	18	5	11	20	0	11	43	26	17
COAD_TCGA-AA-3712	11	11	6	20	5	0	0	3	2	0	0	15	8	21	62	0	0	12	21	0
COAD_TCGA-AA-3713	13	288	50	180	118	105	2	86	55	37	76	43	6	26	7	25	26	16	11	35
COAD_TCGA-AA-3947	39	530	95	288	316	277	27	292	145	142	289	58	178	10	14	2	104	59	21	73
COAD_TCGA-AA-3984	1628	696	1941	98	316	67	1196	107	394	0	0	0	580	411	0	0	28	0	100	0
COAD_TCGA-AA-A00N	1495	762	2227	149	256	120	1008	96	405	0	0	11	483	229	0	0	55	0	32	0
COAD_TCGA-AA-A010	3481	1016	1824	269	578	74	1113	615	283	0	26	640	1017	100	0	0	141	0	0	0
COAD_TCGA-AA-A01P	13	172	54	211	137	110	4	58	85	29	81	25	32	13	5	0	21	6	16	24
COAD_TCGA-AA-A01R	7	468	160	622	196	473	8	131	86	88	138	33	56	0	0	0	15	0	0	25
COAD_TCGA-AA-A022	15	405	111	397	161	197	5	110	95	155	142	32	16	1	2	12	9	18	7	17
COAD_TCGA-AD-5900	9	343	101	276	274	216	12	183	86	74	187	56	20	0	17	0	5	11	11	29
COAD_TCGA-AD-6548	1	6	12	32	6	41	0	0	4	2	1	5	12	0	10	8	8	0	12	11
COAD_TCGA-AD-6888	1	24	13	25	0	36	7	4	5	9	2	0	2	0	0	0	1	5	7	3
COAD_TCGA-AD-6889	20	311	76	256	278	291	10	174	81	188	224	37	23	0	17	0	22	14	19	29
COAD_TCGA-AD-6890	4	24	9	43	0	11	2	0	0	4	5	3	10	2	6	2	2	0	12	5
COAD_TCGA-AD-6895	7	361	105	257	265	243	6	69	97	67	77	22	48	132	41	99	27	22	16	235
COAD_TCGA-AD-6899	5	31	17	41	6	36	0	3	0	0	2	3	1	14	18	11	2	16	2	5
COAD_TCGA-AD-6901	7	33	22	51	21	37	8	9	3	2	16	2	1	7	23	8	8	29	37	14
COAD_TCGA-AD-6963	1	14	3	18	8	22	0	0	3	0	3	6	2	0	13	0	3	6	0	10
COAD_TCGA-AD-6964	13	195	43	151	398	137	1	121	277	23	168	1	136	86	0	64	1	0	11	90
COAD_TCGA-AD-6965	4	23	11	28	1	29	2	6	0	4	2	0	10	4	7	8	0	14	5	4
COAD_TCGA-AD-A5EJ	26	262	54	254	209	159	11	184	81	130	204	51	26	19	12	0	28	18	11	6
COAD_TCGA-AD-A5EK	2	14	5	25	7	14	0	2	0	0	0	21	0	5	9	2	2	1	18	0
COAD_TCGA-AM-5820	5	17	6	21	0	20	0	0	1	2	1	2	5	0	5	9	0	7	1	0
COAD_TCGA-AM-5821	18	354	49	193	183	129	10	135	94	17	158	63	74	0	3	7	67	10	14	26
COAD_TCGA-AU-3779	6	14	7	37	4	10	5	1	0	5	0	0	7	6	5	13	0	2	13	8
COAD_TCGA-AU-6004	7	199	71	220	90	185	0	69	60	49	129	11	54	0	4	0	8	1	10	0
COAD_TCGA-AY-5543	6	9	13	33	9	21	4	2	6	0	6	10	0	0	10	20	0	9	3	4
COAD_TCGA-AY-6196	2	6	10	34	12	13	0	6	4	23	6	10	22	18	7	15	5	81	25	15
COAD_TCGA-AY-6197	10	140	44	131	154	132	2	104	219	54	205	16	52	13	1	0	10	11	0	28
COAD_TCGA-AY-6386	2	13	12	30	3	37	0	0	1	8	4	10	0	0	5	13	0	0	9	1
COAD_TCGA-AY-A54L	6	19	11	36	1	23	2	7	0	15	9	5	11	8	2	2	5	14	22	2
COAD_TCGA-AY-A69D	13	27	22	57	10	35	4	6	2	1	6	18	0	12	5	27	0	9	18	7
COAD_TCGA-AY-A71X	1	22	14	29	2	20	0	2	2	0	0	0	3	2	3	3	4	7	5	1
COAD_TCGA-AY-A8YK	1	13	7	12	6	17	2	5	1	0	4	5	0	0	1	0	3	8	7	4
COAD_TCGA-AZ-4308	0	9	8	19	3	4	2	0	12	3	1	4	3	5	3	0	0	3	11	6
COAD_TCGA-AZ-4315	2091	944	2518	118	360	88	1326	187	620	0	12	0	1052	306	0	0	86	0	0	0
COAD_TCGA-AZ-4323	1	3	6	12	1	7	1	1	5	11	2	0	9	1	0	0	6	5	5	3
COAD_TCGA-AZ-4614	2	25	8	42	9	35	4	6	3	6	3	9	15	1	13	7	32	35	11	6
COAD_TCGA-AZ-4615	12	99	45	155	90	98	0	89	70	45	165	4	19	0	11	24	17	6	22	0
COAD_TCGA-AZ-4616	4	17	12	23	0	11	5	3	5	7	9	0	0	2	4	6	5	5	9	1
COAD_TCGA-AZ-4681	0	14	4	17	0	14	0	3	0	10	1	0	0	0	7	12	1	11	10	0
COAD_TCGA-AZ-4682	2	11	11	30	0	16	0	0	0	9	3	0	0	2	6	3	2	2	5	5
COAD_TCGA-AZ-5403	5	12	6	9	0	11	4	0	3	9	0	0	14	0	4	8	2	6	7	6
COAD_TCGA-AZ-5407	4	26	5	31	4	10	0	0	0	7	2	4	2	3	0	9	3	7	12	2
COAD_TCGA-AZ-6598	22	641	113	308	325	350	3	190	154	151	184	32	104	0	15	0	22	0	22	58
COAD_TCGA-AZ-6599	0	21	22	22	0	26	0	0	0	68	0	0	0	189	24	29	0	0	8	10
COAD_TCGA-AZ-6600	7	14	8	31	3	29	0	0	1	0	5	17	4	0	10	6	3	25	7	12
COAD_TCGA-AZ-6601	16	504	149	670	267	561	3	204	79	137	133	25	33	0	11	0	17	0	0	0
COAD_TCGA-AZ-6603	1	8	12	24	0	14	2	0	0	3	1	4	7	1	1	16	0	3	2	0
COAD_TCGA-AZ-6605	2	15	19	22	7	17	0	0	18	16	7	7	0	0	8	7	7	10	9	0
COAD_TCGA-AZ-6606	3	18	13	46	12	29	0	5	3	0	6	2	4	11	14	17	15	1	6	0
COAD_TCGA-AZ-6607	0	5	4	11	0	13	6	0	3	8	2	3	3	4	5	25	4	0	4	1
COAD_TCGA-AZ-6608	1	7	6	22	4	13	7	0	16	5	1	0	5	0	5	30	10	29	0	59
COAD_TCGA-CA-5254	3	28	13	50	8	35	7	7	7	0	7	12	16	10	4	6	1	24	15	14
COAD_TCGA-CA-5255	1	7	6	18	4	8	0	1	5	2	3	1	1	5	0	2	2	7	2	0
COAD_TCGA-CA-5256	3	14	8	21	5	24	5	0	3	1	7	0	4	3	0	0	2	6	0	0
COAD_TCGA-CA-5796	3	9	4	17	0	27	0	1	6	3	0	0	1	2	0	7	1	10	5	0
COAD_TCGA-CA-5797	1	0	2	15	6	10	2	2	3	1	0	1	0	10	4	6	0	16	5	5
COAD_TCGA-CA-6715	7	7	11	16	2	21	0	10	6	0	1	7	8	0	2	12	2	5	5	1
COAD_TCGA-CA-6716	5	30	12	62	3	18	0	5	2	8	0	5	7	5	8	11	1	9	15	1
COAD_TCGA-CA-6717	3456	457	2030	221	157	4	2792	379	600	0	213	302	683	216	27	805	497	0	126	0
COAD_TCGA-CA-6718	1686	143	785	8	45	18	1025	61	94	0	85	3	118	12	6	0	34	0	305	0
COAD_TCGA-CA-6719	6	24	13	31	0	32	0	1	17	7	6	7	0	2	2	8	0	0	5	0
COAD_TCGA-CK-4947	1	17	6	28	1	18	6	0	1	0	5	1	6	2	2	11	5	13	3	7
COAD_TCGA-CK-4948	1	18	6	32	3	16	7	3	3	5	2	1	4	3	5	1	1	14	14	3
COAD_TCGA-CK-4950	6	15	11	32	14	38	5	1	7	8	1	22	0	6	0	0	4	34	23	1
COAD_TCGA-CK-4951	18	969	270	304	965	502	0	75	304	367	76	9	0	994	147	441	12	138	53	812
COAD_TCGA-CK-4952	1	11	10	56	2	25	0	3	4	0	5	7	8	25	6	15	12	2	9	1
COAD_TCGA-CK-5912	0	8	8	23	3	1	0	0	1	10	0	1	1	3	2	7	1	8	0	10
COAD_TCGA-CK-5913	10	145	48	159	84	204	0	93	90	21	112	30	0	0	1	0	14	0	17	21
COAD_TCGA-CK-5914	6	28	14	27	0	30	2	2	3	8	0	1	15	2	5	12	2	15	12	8
COAD_TCGA-CK-5915	2	14	6	45	1	23	2	0	4	6	6	5	2	3	2	4	2	2	0	0
COAD_TCGA-CK-5916	22	277	79	325	221	248	8	76	165	142	180	12	0	0	10	0	9	10	8	26
COAD_TCGA-CK-6746	12	208	50	167	179	141	6	107	98	87	194	30	73	0	7	30	26	23	6	12
COAD_TCGA-CK-6747	2	31	17	43	0	19	2	0	3	7	9	2	0	4	4	0	4	3	9	6
COAD_TCGA-CK-6748	0	7	6	19	0	4	0	1	3	9	7	7	4	0	2	4	5	5	5	3
COAD_TCGA-CK-6751	8	35	17	34	3	30	0	0	1	22	1	2	8	16	2	30	3	7	10	0
COAD_TCGA-CM-4743	9	195	54	262	137	164	2	131	78	63	149	44	65	10	9	0	19	5	4	18
COAD_TCGA-CM-4744	7	17	14	48	0	38	0	2	8	5	0	9	8	0	4	10	2	4	19	6
COAD_TCGA-CM-4746	11	230	58	242	82	173	1	59	14	5	35	14	0	0	6	0	11	0	0	0
COAD_TCGA-CM-4747	1	27	4	30	0	18	4	0	5	8	2	0	1	9	4	9	2	2	11	0
COAD_TCGA-CM-4748	4	10	3	16	2	9	0	1	3	0	0	3	10	0	5	18	1	1	9	0
COAD_TCGA-CM-4750	7	7	3	24	0	28	2	0	2	4	0	4	2	1	1	11	3	4	13	2
COAD_TCGA-CM-4751	2	30	5	28	0	12	3	0	5	9	7	0	1	1	0	5	3	7	4	6
COAD_TCGA-CM-4752	7	19	15	44	4	30	0	2	3	9	0	4	13	0	3	6	0	9	8	2
COAD_TCGA-CM-5341	1	18	7	53	4	26	9	5	7	0	0	0	6	3	13	19	0	26	2	7
COAD_TCGA-CM-5344	5	12	3	26	3	12	2	2	3	5	0	1	1	0	1	1	0	17	4	2
COAD_TCGA-CM-5348	2	30	27	56	0	8	2	2	7	17	0	3	16	10	17	10	3	29	10	4
COAD_TCGA-CM-5349	1	19	14	33	0	31	6	0	2	7	0	2	0	0	4	14	4	0	3	7
COAD_TCGA-CM-5860	2	20	18	30	0	32	0	0	0	7	6	15	5	0	6	4	3	0	10	0
COAD_TCGA-CM-5861	7	244	54	154	196	138	17	147	364	112	181	24	40	16	7	9	39	28	18	28
COAD_TCGA-CM-5862	2	15	8	35	1	13	5	1	2	5	6	6	7	0	5	4	5	15	0	0
COAD_TCGA-CM-5863	1	11	9	12	0	24	5	1	0	4	1	1	2	1	4	3	0	0	8	0
COAD_TCGA-CM-5864	6	26	10	28	7	21	6	2	3	11	14	12	10	11	2	12	0	63	12	10
COAD_TCGA-CM-5868	4	11	9	15	6	17	3	3	4	13	11	1	0	4	6	0	3	2	11	4
COAD_TCGA-CM-6161	1	9	7	28	9	32	1	1	1	0	5	0	4	6	0	4	1	7	8	13
COAD_TCGA-CM-6163	1	13	13	30	0	27	0	1	3	4	3	3	4	3	9	2	2	12	13	0
COAD_TCGA-CM-6164	1	10	7	12	0	7	6	3	0	0	3	5	7	4	0	20	0	3	6	4
COAD_TCGA-CM-6165	5	11	5	34	9	8	1	7	1	0	8	6	5	8	0	13	0	20	11	2
COAD_TCGA-CM-6166	5	24	13	15	0	9	1	1	3	5	0	0	4	2	11	0	0	3	17	5
COAD_TCGA-CM-6167	2	12	5	22	0	17	0	1	0	8	6	4	0	4	0	3	0	8	5	7
COAD_TCGA-CM-6168	3	35	14	45	15	32	0	10	7	21	15	4	20	1	16	22	5	10	16	0
COAD_TCGA-CM-6169	3	14	7	38	7	7	0	1	6	10	4	0	3	0	2	1	2	6	14	11
COAD_TCGA-CM-6170	1	16	7	7	0	45	0	2	2	17	2	0	0	4	10	5	6	3	1	2
COAD_TCGA-CM-6171	12	217	74	298	118	299	6	98	77	102	117	5	17	0	15	0	13	0	8	11
COAD_TCGA-CM-6172	1	19	13	25	0	20	0	0	0	4	2	1	0	11	5	6	8	11	8	6
COAD_TCGA-CM-6674	1	176	65	253	107	152	2	50	50	46	100	0	28	0	11	0	10	0	0	13
COAD_TCGA-CM-6675	1	14	5	9	0	29	1	5	0	1	1	4	13	5	0	19	4	11	4	2
COAD_TCGA-CM-6676	2	21	9	25	0	21	2	1	1	6	0	6	9	0	2	21	3	0	11	3
COAD_TCGA-CM-6677	9	33	12	42	0	19	0	3	1	0	0	3	7	6	2	31	3	5	5	2
COAD_TCGA-CM-6678	5	24	10	35	0	44	5	0	6	11	0	0	6	9	1	13	0	2	6	2
COAD_TCGA-CM-6679	1	16	2	11	1	9	4	0	6	3	6	0	7	0	5	32	2	0	1	0
COAD_TCGA-CM-6680	0	13	13	28	0	17	0	0	5	2	0	0	8	3	3	22	0	0	11	0
