Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S	SBS96T	SBS96U	SBS96V	SBS96W	SBS96X
BRCA_TCGA-E9-A1RF	5	6	5	7	10	9	2	0	0	3	0	0	3	8	7	1	10	18	0	11	5	46	3	11
BRCA_TCGA-E9-A1RG	0	2	1	1	4	0	0	1	2	2	2	0	1	1	4	3	1	5	0	0	0	10	1	0
BRCA_TCGA-E9-A1RH	2	2	5	11	4	6	2	1	5	1	1	0	7	3	7	6	2	10	1	4	4	23	0	4
BRCA_TCGA-E9-A1RI	2	2	1	1	3	3	0	0	1	0	0	0	2	0	1	6	0	0	0	1	2	2	2	0
BRCA_TCGA-E9-A226	1	4	8	5	0	1	0	0	1	0	0	0	0	0	11	11	4	29	0	0	0	1	1	2
BRCA_TCGA-E9-A227	0	0	1	2	0	0	0	0	0	1	1	0	0	0	4	0	0	2	0	4	0	4	0	0
BRCA_TCGA-E9-A228	0	5	0	10	3	0	0	1	2	0	1	0	0	4	8	6	0	7	2	0	0	3	0	0
BRCA_TCGA-E9-A229	1	4	0	5	0	1	0	0	1	1	0	0	3	0	0	1	0	6	2	1	0	3	0	1
BRCA_TCGA-E9-A22A	0	1	1	1	3	0	0	0	0	0	1	2	0	2	0	5	0	4	0	4	1	8	3	0
BRCA_TCGA-E9-A22B	0	6	4	4	6	0	4	0	1	2	0	0	6	1	6	10	1	4	2	0	4	5	6	4
BRCA_TCGA-E9-A22D	1	6	6	1	9	0	0	0	0	0	2	0	0	0	4	1	1	3	0	1	0	5	0	0
BRCA_TCGA-E9-A22E	2	3	2	3	7	1	3	1	2	2	1	2	3	4	7	7	1	27	6	9	2	31	15	3
BRCA_TCGA-E9-A22G	2	2	2	4	0	1	0	3	9	11	3	5	9	1	1	0	1	8	6	3	9	27	4	6
BRCA_TCGA-E9-A22H	0	3	2	4	2	0	0	0	2	1	0	0	0	0	1	3	0	0	0	3	0	4	1	0
BRCA_TCGA-E9-A243	2	2	2	0	6	5	0	0	2	6	2	0	0	0	6	1	7	14	1	4	3	19	7	0
BRCA_TCGA-E9-A244	5	7	0	5	10	4	2	3	0	7	4	2	8	0	0	4	0	4	2	5	5	29	3	12
BRCA_TCGA-E9-A245	1	0	1	0	1	0	0	0	0	0	1	3	0	0	0	0	1	0	0	4	7	0	4	0
BRCA_TCGA-E9-A247	0	7	3	8	5	4	0	1	2	0	0	1	0	2	1	0	1	1	1	0	2	8	0	0
BRCA_TCGA-E9-A248	1	5	1	4	2	0	0	3	1	0	0	1	1	0	1	3	0	2	0	0	0	2	0	1
BRCA_TCGA-E9-A249	0	4	2	1	3	0	0	0	0	2	0	1	0	0	0	2	3	0	0	0	0	3	1	3
BRCA_TCGA-E9-A24A	3	0	2	5	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	5	3
BRCA_TCGA-E9-A295	7	5	4	9	14	1	2	1	1	0	0	0	0	20	0	2	3	5	0	2	0	3	1	29
BRCA_TCGA-E9-A2JS	1	8	7	14	6	0	0	1	2	0	0	1	7	9	0	3	3	0	1	0	2	0	0	24
BRCA_TCGA-E9-A2JT	1	0	1	0	0	0	2	0	0	0	1	0	0	0	0	10	0	11	0	0	2	0	0	0
BRCA_TCGA-E9-A3HO	0	0	2	0	3	5	0	0	0	2	1	1	4	0	2	2	10	6	1	7	2	17	7	0
BRCA_TCGA-E9-A3QA	0	1	2	1	1	0	0	2	0	1	3	0	3	0	0	7	1	15	0	10	0	13	1	1
BRCA_TCGA-E9-A3X8	0	2	1	3	2	1	0	0	0	0	0	0	6	0	3	0	0	6	2	3	0	8	0	0
BRCA_TCGA-E9-A54Y	1	4	3	8	2	1	0	0	1	2	1	0	1	0	4	17	0	4	1	0	4	0	0	4
BRCA_TCGA-E9-A5FK	1	2	1	4	3	3	0	0	0	1	3	1	3	0	3	2	0	2	0	1	2	4	1	2
BRCA_TCGA-E9-A5FL	3	6	5	2	1	6	3	1	4	5	1	3	5	5	0	5	0	21	2	26	0	19	6	4
BRCA_TCGA-E9-A5UO	0	3	1	2	3	2	0	1	1	1	1	1	4	0	1	0	1	2	0	4	0	5	2	3
BRCA_TCGA-E9-A6HE	0	3	2	4	0	2	0	0	1	0	0	0	2	0	2	1	1	0	1	2	0	0	0	1
BRCA_TCGA-EW-A1IW	2	2	3	13	1	0	0	0	0	1	6	0	3	2	0	54	2	28	0	3	0	5	0	2
BRCA_TCGA-EW-A1IX	1	0	1	0	0	3	0	0	0	1	3	0	0	1	3	10	0	15	0	2	1	1	0	0
BRCA_TCGA-EW-A1IY	0	0	7	2	0	1	0	1	2	0	1	0	0	1	6	13	0	4	0	0	0	0	0	0
BRCA_TCGA-EW-A1IZ	1	54	27	37	57	33	1	33	31	36	25	27	15	1	7	6	15	0	4	9	0	0	15	1
BRCA_TCGA-EW-A1J1	0	3	2	2	2	0	0	2	0	0	0	0	0	0	1	0	0	0	2	2	0	3	1	3
BRCA_TCGA-EW-A1J3	0	2	0	2	1	0	0	0	2	0	0	2	5	2	5	1	1	0	0	0	0	7	0	0
BRCA_TCGA-EW-A1J5	6	0	29	5	5	1	0	0	0	0	7	0	0	0	19	247	0	212	0	0	9	0	0	0
BRCA_TCGA-EW-A1J6	0	2	1	3	5	0	0	0	1	0	1	0	4	4	0	3	1	0	0	0	0	7	0	12
BRCA_TCGA-EW-A1OV	0	1	10	5	4	2	0	0	0	0	0	1	2	0	0	75	0	39	0	0	1	0	0	0
BRCA_TCGA-EW-A1OX	0	2	1	0	1	1	0	0	0	0	0	0	0	0	1	2	0	4	0	1	0	2	6	0
BRCA_TCGA-EW-A1OZ	1	5	3	13	4	0	0	0	0	3	4	1	2	4	6	6	3	5	6	0	2	7	1	0
BRCA_TCGA-EW-A1P0	0	0	1	1	2	2	0	1	0	3	1	0	2	0	0	0	0	1	2	0	2	3	0	7
BRCA_TCGA-EW-A1P1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
BRCA_TCGA-EW-A1P3	0	0	1	6	1	0	0	0	0	3	1	0	3	0	2	3	0	0	0	2	0	2	0	4
BRCA_TCGA-EW-A1P4	1	1	3	4	6	8	0	0	3	0	0	2	0	0	0	0	14	10	1	0	0	15	4	5
BRCA_TCGA-EW-A1P5	1	5	1	3	2	1	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	1
BRCA_TCGA-EW-A1P6	0	2	1	1	5	0	0	0	1	1	1	0	2	0	3	1	1	0	0	2	0	0	1	4
BRCA_TCGA-EW-A1P7	0	0	0	1	0	4	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	8	1	0
BRCA_TCGA-EW-A1P8	0	4	2	1	1	1	0	1	0	2	1	0	2	0	6	0	0	0	0	0	2	15	1	0
BRCA_TCGA-EW-A1PA	1	3	5	1	1	0	0	3	1	0	0	0	1	0	4	2	2	3	0	0	0	11	3	0
BRCA_TCGA-EW-A1PB	5	0	3	5	2	6	4	0	2	0	0	0	5	0	13	16	3	65	0	9	3	34	2	5
BRCA_TCGA-EW-A1PD	2	2	1	0	0	2	2	3	3	0	6	2	4	3	11	3	0	14	2	4	0	25	4	0
BRCA_TCGA-EW-A1PE	0	4	2	2	1	3	2	0	2	0	0	1	0	0	1	9	0	0	1	1	0	6	0	3
BRCA_TCGA-EW-A1PG	0	1	3	1	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0
BRCA_TCGA-EW-A1PH	1	3	5	12	1	0	0	0	1	4	3	1	0	0	5	1	2	5	1	2	0	9	3	3
BRCA_TCGA-EW-A2FR	1	2	2	6	2	0	0	0	0	3	1	0	0	0	7	3	0	11	0	4	1	4	4	3
BRCA_TCGA-EW-A2FS	1	1	0	8	3	0	2	3	0	4	4	5	2	1	4	0	0	2	0	2	0	1	2	0
BRCA_TCGA-EW-A2FV	0	1	4	1	2	2	2	0	0	3	0	1	2	0	2	2	0	0	0	2	1	0	4	3
BRCA_TCGA-EW-A2FW	1	3	0	6	2	0	0	0	1	0	0	0	0	0	0	5	0	0	0	6	0	0	2	0
BRCA_TCGA-EW-A423	0	8	3	6	3	0	4	0	2	4	7	0	6	0	9	9	1	11	0	6	0	5	4	0
BRCA_TCGA-EW-A6S9	1	3	2	4	3	1	0	1	0	2	0	0	1	0	0	4	0	1	0	0	0	8	0	0
BRCA_TCGA-EW-A6SA	2	8	7	2	9	4	7	2	1	2	11	4	5	4	10	9	0	10	0	2	0	14	2	8
BRCA_TCGA-EW-A6SB	0	4	6	7	3	1	0	3	2	3	2	2	3	0	6	0	10	6	3	2	0	11	4	3
BRCA_TCGA-EW-A6SC	0	3	0	1	2	4	0	0	1	4	2	2	3	1	1	11	0	0	0	3	0	1	0	0
BRCA_TCGA-EW-A6SD	2	4	2	4	3	1	0	3	1	5	0	0	0	0	0	19	0	17	0	0	3	2	2	0
BRCA_TCGA-GI-A2C8	2	7	1	5	6	2	2	3	0	6	7	4	4	6	0	6	0	17	2	6	4	29	13	16
BRCA_TCGA-GM-A2D9	10	2	32	12	5	3	0	0	0	0	9	0	0	0	58	269	0	227	0	0	18	0	0	0
BRCA_TCGA-GM-A2DA	1	1	4	3	7	3	0	0	0	2	1	0	0	0	0	3	0	6	0	0	1	5	4	4
BRCA_TCGA-GM-A2DB	4	5	4	5	10	1	0	3	0	1	1	4	5	2	6	2	13	10	1	3	1	15	16	16
BRCA_TCGA-GM-A2DC	0	0	1	8	3	1	0	0	0	1	0	0	3	0	0	0	0	0	2	0	0	2	3	3
BRCA_TCGA-GM-A2DD	1	4	3	3	2	4	2	1	2	4	0	5	2	2	2	2	0	4	1	0	0	11	12	1
BRCA_TCGA-GM-A2DF	0	4	3	4	5	1	0	1	2	0	1	0	10	0	3	0	0	6	3	0	0	8	2	0
BRCA_TCGA-GM-A2DH	6	4	8	2	6	6	0	1	1	3	5	0	18	5	0	23	0	82	2	0	11	23	13	13
BRCA_TCGA-GM-A2DI	0	1	9	0	3	0	0	0	0	0	1	0	1	0	6	31	0	32	0	1	6	0	0	0
BRCA_TCGA-GM-A2DK	0	0	3	5	1	2	2	1	2	4	2	0	1	0	0	5	2	0	1	0	2	2	1	1
BRCA_TCGA-GM-A2DL	3	1	3	5	2	1	2	0	1	0	1	0	0	0	4	7	0	5	0	1	6	3	0	4
BRCA_TCGA-GM-A2DM	1	0	2	0	1	0	0	0	2	1	0	1	0	0	1	5	7	0	0	0	0	0	5	1
BRCA_TCGA-GM-A2DN	0	1	1	2	1	0	0	0	0	1	0	0	0	2	2	2	3	0	0	0	0	1	2	1
BRCA_TCGA-GM-A2DO	3	2	23	4	1	0	1	0	1	0	7	0	2	0	11	79	0	85	0	0	1	0	0	0
BRCA_TCGA-GM-A3NW	1	6	5	5	5	0	0	0	0	0	3	0	0	0	13	15	0	34	2	1	0	5	0	0
BRCA_TCGA-GM-A3XL	1	3	4	6	1	1	0	0	2	9	6	2	4	0	5	2	5	37	0	6	3	37	5	5
BRCA_TCGA-GM-A4E0	0	3	3	2	5	0	0	2	0	0	1	0	0	0	1	0	8	0	0	2	0	2	0	5
BRCA_TCGA-GM-A5PV	0	1	3	1	4	0	0	0	3	2	0	0	2	2	2	9	3	2	0	0	0	13	0	0
BRCA_TCGA-GM-A5PX	0	2	2	5	0	0	0	0	1	3	4	4	3	0	1	4	3	4	1	0	0	1	1	3
BRCA_TCGA-HN-A2NL	1	2	1	3	8	0	0	3	1	5	0	5	5	6	2	1	2	8	0	5	3	15	8	7
BRCA_TCGA-HN-A2OB	0	1	1	1	3	3	0	0	0	0	0	0	1	0	0	2	0	1	2	1	0	2	1	0
BRCA_TCGA-JL-A3YX	1	4	2	4	3	1	0	3	0	1	3	0	0	0	1	17	0	7	0	0	2	0	0	0
BRCA_TCGA-LD-A66U	1	4	1	5	3	8	0	0	2	0	1	3	2	2	0	3	0	0	0	1	2	3	1	2
BRCA_TCGA-LD-A74U	1	3	23	15	4	0	0	0	0	0	5	0	0	0	27	162	0	112	0	0	0	0	0	0
BRCA_TCGA-LD-A7W5	1	4	4	6	7	7	0	0	0	1	0	0	4	2	0	9	6	11	1	1	0	0	1	0
BRCA_TCGA-LD-A7W6	1	4	1	1	6	2	0	0	1	0	0	3	2	0	4	2	1	2	0	5	0	2	9	0
BRCA_TCGA-LD-A9QF	0	3	3	4	3	0	0	0	2	0	0	0	4	0	2	1	4	2	0	1	0	6	4	0
BRCA_TCGA-LL-A440	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
BRCA_TCGA-LL-A50Y	0	3	0	4	7	1	0	0	4	2	4	0	0	0	3	3	1	0	0	0	0	1	10	0
BRCA_TCGA-LL-A5YL	0	3	11	7	5	3	0	0	2	0	1	0	3	2	8	28	0	13	0	4	3	0	0	0
BRCA_TCGA-LL-A5YM	0	3	1	2	3	2	0	0	0	1	2	0	0	0	8	0	2	3	0	0	0	4	2	7
BRCA_TCGA-LL-A5YN	0	2	3	5	3	2	0	0	2	1	3	0	3	0	4	0	0	0	3	2	0	2	7	1
BRCA_TCGA-LL-A5YO	1	3	1	0	1	1	1	0	2	3	5	0	1	0	3	0	1	13	2	0	6	14	0	3
BRCA_TCGA-LL-A5YP	4	3	2	0	3	6	0	0	1	2	2	2	9	4	7	5	5	9	0	3	3	23	3	9
BRCA_TCGA-LL-A6FP	2	2	6	4	0	6	0	0	1	3	1	0	4	0	7	14	2	4	1	0	2	4	4	8
BRCA_TCGA-LL-A6FQ	0	8	4	11	5	3	0	1	0	5	0	0	5	0	6	4	0	0	0	1	4	2	5	5
BRCA_TCGA-LL-A6FR	0	2	4	5	8	2	0	0	3	1	7	2	0	0	5	0	6	2	0	0	0	16	0	0
BRCA_TCGA-LL-A73Y	2	3	13	2	5	10	4	0	8	4	0	0	2	3	0	20	0	102	2	5	0	0	5	3
BRCA_TCGA-LL-A73Z	0	3	1	4	5	2	1	0	0	1	7	0	3	0	1	3	0	1	1	2	0	4	6	3
BRCA_TCGA-LL-A740	1	4	2	8	1	5	0	0	6	0	4	0	6	0	6	6	0	1	0	0	0	7	9	2
BRCA_TCGA-LL-A7SZ	2	5	7	5	7	5	0	0	0	8	0	3	4	0	1	7	3	3	3	0	2	3	6	1
BRCA_TCGA-LL-A7T0	1	9	6	5	8	2	0	0	2	1	2	3	0	0	1	9	4	5	1	3	6	2	6	1
BRCA_TCGA-LL-A8F5	3	3	4	6	8	1	5	4	6	13	10	3	7	4	13	0	2	17	5	16	2	43	18	7
BRCA_TCGA-LL-A9Q3	0	6	5	7	0	2	0	3	1	0	3	0	0	2	1	14	2	0	1	0	0	4	10	7
BRCA_TCGA-OK-A5Q2	0	1	6	4	7	3	0	0	0	3	1	0	0	0	0	6	0	2	3	2	0	3	2	0
BRCA_TCGA-OL-A5D6	1	1	4	4	8	0	0	0	0	0	2	0	2	0	4	6	9	3	1	1	0	2	5	4
BRCA_TCGA-OL-A5D7	1	3	1	7	2	3	0	0	3	2	4	0	1	3	2	7	6	9	3	6	0	14	2	1
BRCA_TCGA-OL-A5D8	0	2	1	2	3	0	2	0	1	2	1	0	4	2	0	3	1	2	5	0	2	4	2	0
BRCA_TCGA-OL-A5DA	1	3	14	5	2	1	0	0	2	0	4	0	0	0	8	24	0	40	1	4	0	0	3	2
BRCA_TCGA-OL-A5RU	0	4	1	6	3	3	0	0	1	0	0	0	1	0	9	0	4	1	0	2	0	2	4	5
BRCA_TCGA-OL-A5RV	0	1	1	1	4	1	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	3	2	0
BRCA_TCGA-OL-A5RW	1	4	8	1	2	11	3	0	4	10	3	3	11	5	12	20	0	93	3	3	1	44	5	6
BRCA_TCGA-OL-A5RX	0	5	3	4	2	1	0	0	1	2	2	0	0	2	0	1	3	2	0	0	1	1	1	4
BRCA_TCGA-OL-A5RY	0	2	0	1	1	0	0	0	0	2	2	0	0	0	0	1	0	1	0	0	0	3	0	0
BRCA_TCGA-OL-A5RZ	4	14	8	13	8	1	2	1	4	1	2	6	7	3	8	12	1	10	2	4	4	24	6	7
BRCA_TCGA-OL-A5S0	0	3	3	6	4	4	0	0	2	0	0	1	2	0	0	4	1	3	2	0	0	5	2	2
BRCA_TCGA-OL-A66H	0	2	0	2	0	2	0	0	0	2	1	0	0	0	3	0	0	0	0	3	2	6	3	1
BRCA_TCGA-OL-A66I	0	4	3	2	6	0	0	3	1	1	0	0	3	2	12	0	0	3	0	0	0	11	1	4
BRCA_TCGA-OL-A66J	3	6	2	3	9	0	0	2	1	6	0	4	10	0	2	9	0	3	1	0	0	4	0	3
BRCA_TCGA-OL-A66K	0	10	1	3	3	3	0	0	0	1	0	0	0	0	4	3	0	1	0	9	0	5	4	0
BRCA_TCGA-OL-A66L	1	3	6	5	0	1	0	0	0	3	1	3	3	0	0	40	2	23	0	0	3	0	0	0
BRCA_TCGA-OL-A66N	0	5	4	6	9	3	0	1	1	3	0	0	3	1	5	1	0	2	1	0	0	0	4	9
BRCA_TCGA-OL-A66O	0	4	1	2	8	1	1	0	0	2	0	0	4	0	0	1	6	2	1	1	0	2	1	1
BRCA_TCGA-OL-A66P	4	4	5	7	1	6	2	1	5	2	0	3	2	7	5	2	16	2	0	7	0	16	13	13
BRCA_TCGA-OL-A6VO	2	4	1	4	3	0	0	0	0	2	3	0	1	0	3	1	0	2	1	3	0	4	4	0
BRCA_TCGA-OL-A6VQ	2	3	5	6	1	5	0	0	1	1	0	1	0	1	0	33	2	18	0	0	0	0	3	0
BRCA_TCGA-OL-A6VR	0	2	1	1	1	4	0	0	1	0	0	0	0	2	0	1	0	0	0	1	0	1	0	2
BRCA_TCGA-OL-A97C	1	5	0	5	4	5	2	5	1	2	4	3	1	0	6	0	5	1	0	3	0	7	7	3
BRCA_TCGA-PE-A5DC	0	6	4	8	6	3	0	3	5	4	6	2	6	5	8	12	3	11	7	1	6	27	4	17
BRCA_TCGA-PE-A5DD	0	3	6	10	0	0	0	0	0	4	3	0	3	2	5	26	0	18	0	0	0	0	0	5
BRCA_TCGA-PE-A5DE	4	7	68	7	2	9	0	0	0	0	2	0	0	0	46	318	0	219	0	0	7	0	0	0
BRCA_TCGA-PL-A8LV	6	4	3	3	6	0	2	0	3	9	5	5	8	3	7	11	1	33	1	2	2	35	6	0
BRCA_TCGA-PL-A8LX	0	3	1	5	4	7	0	1	3	1	0	0	1	2	0	2	1	0	2	4	0	8	4	0
BRCA_TCGA-PL-A8LY	0	0	0	0	1	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0
BRCA_TCGA-PL-A8LZ	1	4	6	3	2	3	0	6	0	3	1	1	6	9	14	15	4	0	0	14	0	18	2	24
BRCA_TCGA-S3-A6ZF	1	3	0	16	3	0	0	0	1	0	3	0	4	0	0	2	1	5	2	1	0	3	4	3
BRCA_TCGA-S3-A6ZG	0	3	8	5	7	3	0	0	0	3	3	0	0	0	0	4	2	1	3	7	0	5	6	0
BRCA_TCGA-S3-A6ZH	1	5	4	4	3	3	0	0	1	0	0	0	0	0	2	3	0	1	4	2	0	3	7	2
BRCA_TCGA-S3-AA0Z	4	2	1	13	0	4	3	0	1	5	1	3	7	1	0	13	1	9	0	0	2	4	0	3
BRCA_TCGA-S3-AA10	0	2	1	4	4	5	1	1	1	1	1	7	8	5	8	6	16	16	3	1	0	41	17	1
BRCA_TCGA-S3-AA11	4	3	4	1	2	6	0	2	0	0	0	0	1	2	10	1	15	2	0	10	1	2	12	18
BRCA_TCGA-S3-AA12	0	2	3	6	5	0	0	1	1	0	0	0	8	0	3	3	10	4	2	0	2	2	4	4
BRCA_TCGA-S3-AA14	0	3	1	2	6	1	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	4	1	0
BRCA_TCGA-S3-AA15	1	2	4	2	1	1	0	1	0	0	0	0	1	0	7	10	0	24	2	0	0	4	0	0
BRCA_TCGA-S3-AA17	0	4	6	4	7	9	4	1	1	6	0	0	6	1	0	7	15	14	3	13	2	25	10	3
BRCA_TCGA-UL-AAZ6	4	5	4	1	8	11	2	5	2	3	6	5	6	1	1	10	0	14	3	14	0	19	7	9
BRCA_TCGA-UU-A93S	5	16	2	1	6	2	3	5	3	7	5	1	16	5	12	6	0	14	3	10	1	34	7	32
BRCA_TCGA-V7-A7HQ	0	2	1	3	0	1	0	0	0	0	1	2	1	0	0	1	3	4	0	0	1	6	3	2
BRCA_TCGA-W8-A86G	0	2	1	1	7	3	2	0	1	0	0	3	4	0	1	1	0	2	0	0	0	2	4	1
BRCA_TCGA-WT-AB41	0	1	4	5	5	5	0	0	1	1	2	0	3	0	0	28	0	2	0	0	2	3	0	0
BRCA_TCGA-WT-AB44	2	10	2	5	5	1	2	0	0	2	3	2	3	0	3	0	2	0	1	2	0	3	4	8
BRCA_TCGA-XX-A899	0	1	8	1	2	0	0	0	1	0	3	1	1	0	4	19	0	10	0	8	1	0	0	0
BRCA_TCGA-XX-A89A	2	5	18	6	7	2	4	0	0	4	2	0	1	0	30	33	0	146	0	0	5	0	0	0
BRCA_TCGA-Z7-A8R5	0	3	0	9	7	0	0	0	0	2	5	0	0	2	0	2	0	0	0	0	2	1	0	1
BRCA_TCGA-Z7-A8R6	2	6	8	4	2	5	0	0	2	1	2	1	4	0	4	37	0	24	1	0	4	0	0	0
COAD_TCGA-3L-AA1B	5	21	19	28	22	3	0	3	1	2	1	5	10	7	5	2	0	7	0	12	4	6	0	17
COAD_TCGA-4N-A93T	6	10	11	18	23	6	2	3	0	8	3	3	10	3	1	3	0	1	1	1	6	10	2	12
COAD_TCGA-4T-AA8H	6	29	11	26	21	0	2	4	0	3	11	3	27	2	2	4	3	2	0	0	1	11	2	9
COAD_TCGA-5M-AAT4	8	29	9	32	20	3	7	3	1	2	7	3	8	9	0	0	9	20	19	10	1	29	8	18
COAD_TCGA-5M-AAT5	7	18	5	24	12	1	0	1	2	1	4	3	9	2	1	4	2	1	3	0	5	5	2	12
COAD_TCGA-5M-AAT6	5	452	124	374	365	182	3	100	163	342	94	118	8	24	7	0	27	0	32	73	0	8	0	8
COAD_TCGA-5M-AATA	3	18	9	18	19	7	0	0	6	1	2	0	7	3	0	2	7	0	2	2	3	2	7	0
COAD_TCGA-5M-AATE	5	23	12	22	30	2	3	3	4	0	11	6	11	3	0	8	2	9	6	3	3	13	3	2
COAD_TCGA-A6-2671	2	13	4	12	14	4	4	0	0	0	0	0	0	0	5	0	6	2	0	9	1	8	0	10
COAD_TCGA-A6-2674	2	20	11	25	19	1	4	2	4	3	2	0	5	8	4	6	0	19	3	6	0	8	0	15
COAD_TCGA-A6-2675	2	25	6	27	24	0	0	0	1	2	4	9	4	0	2	9	6	3	1	1	0	5	0	9
COAD_TCGA-A6-2677	4	22	20	26	26	7	5	4	1	6	5	1	16	4	1	0	0	3	3	1	1	16	4	23
COAD_TCGA-A6-2681	2	19	8	30	23	2	6	2	2	9	0	3	0	12	3	0	0	1	6	15	2	12	12	13
COAD_TCGA-A6-2684	1	23	9	31	15	1	0	1	1	4	3	0	12	2	0	10	4	5	1	2	0	4	4	14
COAD_TCGA-A6-2685	1	7	3	15	4	1	0	0	0	2	2	1	0	5	7	1	0	5	0	4	4	4	0	1
COAD_TCGA-A6-2686	25	393	117	390	260	280	0	192	58	154	160	65	78	31	11	23	79	10	25	138	14	8	8	8
COAD_TCGA-A6-3809	18	197	30	151	136	133	14	98	92	172	71	63	22	45	0	6	38	1	45	58	10	25	10	41
COAD_TCGA-A6-3810	4	24	15	23	35	5	3	5	4	8	11	0	23	2	4	17	1	12	12	5	0	18	3	16
COAD_TCGA-A6-4105	0	33	6	21	25	2	5	4	5	7	6	9	3	14	7	3	0	11	3	0	4	8	10	33
COAD_TCGA-A6-4107	10	24	13	48	27	9	4	4	0	13	9	3	14	5	0	4	5	7	3	0	2	10	9	24
COAD_TCGA-A6-5656	2	28	12	28	29	2	0	0	5	3	3	0	9	4	0	4	3	0	2	1	5	11	2	11
COAD_TCGA-A6-5657	3	12	15	19	26	3	0	3	1	0	0	2	12	11	0	15	1	3	0	6	4	2	0	21
COAD_TCGA-A6-5659	10	32	33	65	18	11	2	2	3	9	1	1	12	17	0	13	0	1	1	17	9	3	6	43
COAD_TCGA-A6-5660	3	19	11	30	22	5	2	0	1	8	0	5	5	4	2	2	7	8	0	7	0	17	0	9
COAD_TCGA-A6-5661	25	278	70	201	200	139	0	111	20	83	151	38	12	20	12	8	59	2	8	82	0	10	0	32
COAD_TCGA-A6-5662	0	12	8	5	16	5	0	0	3	3	1	0	5	1	1	7	0	1	1	2	0	2	6	12
COAD_TCGA-A6-5664	3	9	2	7	15	3	4	0	4	4	0	0	3	0	0	1	12	0	2	0	1	3	0	5
COAD_TCGA-A6-5665	23	313	78	259	218	193	0	132	295	223	52	108	36	41	0	9	32	0	41	79	10	11	24	43
COAD_TCGA-A6-5666	6	16	14	16	24	1	2	4	2	5	0	3	0	0	0	4	3	2	5	1	2	0	0	13
COAD_TCGA-A6-5667	0	3	6	20	8	2	2	1	0	0	2	2	4	2	7	7	4	0	0	7	0	2	2	9
COAD_TCGA-A6-6137	5	16	13	18	24	1	0	0	4	3	7	7	10	1	5	4	0	2	4	12	0	7	2	16
COAD_TCGA-A6-6138	1	14	7	20	24	9	3	0	2	8	0	6	27	2	0	3	0	1	2	7	5	7	2	1
COAD_TCGA-A6-6142	0	9	4	23	11	6	4	1	4	0	1	0	4	0	4	3	17	3	2	0	5	0	7	9
COAD_TCGA-A6-6648	1	22	4	19	5	8	4	0	5	5	0	3	14	0	0	5	2	5	0	1	0	7	3	4
COAD_TCGA-A6-6649	4	24	10	21	33	6	0	4	1	5	5	0	4	0	7	10	0	2	4	2	0	10	5	8
COAD_TCGA-A6-6651	2	13	3	14	10	0	2	1	2	6	5	2	0	1	0	11	3	7	2	3	0	7	6	21
COAD_TCGA-A6-6652	1	8	2	18	13	9	0	0	2	2	2	0	6	6	5	0	9	6	4	0	3	3	3	6
COAD_TCGA-A6-6653	10	194	79	253	215	133	1	64	72	58	54	41	30	17	1	4	42	6	20	55	0	0	0	32
COAD_TCGA-A6-6654	4	50	20	53	68	1	2	1	1	3	0	5	5	0	0	10	3	2	2	0	0	2	0	11
COAD_TCGA-A6-6780	7	200	35	184	140	108	5	135	92	200	52	53	22	31	9	0	38	5	35	61	3	16	20	26
COAD_TCGA-A6-6781	17	466	122	569	429	202	2	111	26	134	155	38	37	12	3	16	43	2	12	69	0	5	4	0
COAD_TCGA-A6-6782	7	14	12	17	24	2	0	1	4	3	5	3	2	6	9	8	0	7	6	6	5	5	12	33
COAD_TCGA-A6-A565	0	77	21	66	59	44	0	27	18	37	41	6	15	8	2	7	35	2	3	18	3	0	0	0
COAD_TCGA-A6-A566	7	25	13	37	32	3	2	3	2	0	7	8	17	6	2	6	1	3	0	4	4	4	2	29
COAD_TCGA-A6-A567	5	6	9	11	11	0	0	0	3	2	1	2	3	0	0	1	0	0	2	4	3	7	3	4
COAD_TCGA-A6-A56B	1	16	9	24	19	4	2	0	0	3	0	4	3	0	0	2	2	3	0	4	3	12	6	14
COAD_TCGA-AA-3489	6	9	8	8	15	2	4	3	3	2	5	3	8	1	5	5	11	7	1	2	3	9	12	15
COAD_TCGA-AA-3492	23	453	107	285	282	263	17	163	163	237	152	85	38	62	42	19	60	17	36	58	0	29	34	49
COAD_TCGA-AA-3496	5	16	12	33	17	6	1	1	3	0	1	9	0	2	6	3	15	3	7	22	1	0	4	5
COAD_TCGA-AA-3502	2	38	25	44	34	4	2	1	1	6	7	2	8	6	1	2	11	4	4	0	6	13	2	24
