Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S	SBS96T	SBS96U	SBS96V	SBS96W
BRCA_TCGA-E9-A24A	3	0	2	5	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	5	2
BRCA_TCGA-E9-A295	8	4	5	11	13	1	0	2	0	1	0	0	0	22	6	1	2	0	1	0	5	0	27
BRCA_TCGA-E9-A2JS	1	7	7	16	6	0	1	0	0	2	0	2	7	9	2	1	4	1	0	2	0	0	21
BRCA_TCGA-E9-A2JT	1	0	1	0	0	0	0	1	1	0	0	0	0	0	18	0	3	0	0	2	0	1	0
BRCA_TCGA-E9-A3HO	0	0	2	0	3	6	0	0	2	0	2	1	5	0	6	2	5	2	10	3	19	4	0
BRCA_TCGA-E9-A3QA	0	1	2	0	1	0	1	0	2	0	1	0	5	0	20	0	4	0	7	0	15	1	2
BRCA_TCGA-E9-A3X8	0	1	1	3	2	2	0	0	0	0	0	0	7	0	6	3	0	2	0	0	9	0	1
BRCA_TCGA-E9-A54Y	1	3	3	8	2	1	0	0	2	1	2	0	0	0	11	10	4	1	0	3	0	1	5
BRCA_TCGA-E9-A5FK	1	1	1	4	3	3	0	0	3	0	1	0	3	0	2	3	1	0	0	2	3	3	5
BRCA_TCGA-E9-A5FL	3	6	5	2	2	5	0	2	3	4	4	4	8	4	24	0	0	1	19	0	22	6	9
BRCA_TCGA-E9-A5UO	0	2	1	5	3	2	1	0	1	0	0	2	4	0	1	0	1	0	3	0	9	0	3
BRCA_TCGA-E9-A6HE	0	2	2	4	1	2	0	0	0	1	0	1	2	0	0	2	0	1	2	0	0	0	2
BRCA_TCGA-EW-A1IW	2	0	3	12	1	0	0	0	6	0	0	0	4	1	50	10	16	0	4	0	0	12	6
BRCA_TCGA-EW-A1IX	1	0	1	0	0	3	0	0	3	0	1	0	0	1	21	5	0	0	3	1	1	0	1
BRCA_TCGA-EW-A1IY	0	0	6	2	0	1	1	0	1	2	0	0	0	2	8	12	3	0	0	0	0	0	0
BRCA_TCGA-EW-A1IZ	1	53	28	36	55	31	36	1	34	30	36	32	19	0	2	7	12	4	5	0	0	12	1
BRCA_TCGA-EW-A1J1	0	3	2	2	2	0	2	0	0	0	0	0	0	0	0	1	0	2	2	0	3	2	2
BRCA_TCGA-EW-A1J3	0	2	0	2	1	0	0	0	0	3	0	2	5	2	0	6	0	0	0	0	7	0	0
BRCA_TCGA-EW-A1J5	6	0	28	4	4	1	1	0	13	0	0	0	0	0	332	94	40	0	0	6	0	11	0
BRCA_TCGA-EW-A1J6	0	1	1	3	5	0	0	0	1	1	0	0	4	4	2	0	3	0	0	0	8	0	11
BRCA_TCGA-EW-A1OV	0	0	9	4	3	1	0	0	3	0	0	0	0	0	65	24	17	0	6	0	0	6	2
BRCA_TCGA-EW-A1OX	0	2	1	0	1	2	0	0	0	0	0	0	0	0	4	2	0	0	0	0	4	5	0
BRCA_TCGA-EW-A1OZ	1	4	4	10	4	0	0	0	5	0	3	2	3	5	7	6	5	6	0	2	9	0	0
BRCA_TCGA-EW-A1P0	0	0	1	1	2	2	1	0	2	0	3	1	2	1	1	0	0	1	0	2	3	0	5
BRCA_TCGA-EW-A1P1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
BRCA_TCGA-EW-A1P3	0	0	1	6	2	0	0	0	1	0	2	0	3	0	0	3	3	0	1	0	2	1	3
BRCA_TCGA-EW-A1P4	1	0	3	4	6	10	0	0	0	2	0	1	1	0	7	0	17	1	0	0	18	3	3
BRCA_TCGA-EW-A1P5	1	7	1	3	2	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2
BRCA_TCGA-EW-A1P6	0	2	1	1	5	0	0	0	1	1	1	0	2	0	0	3	3	0	0	0	1	1	4
BRCA_TCGA-EW-A1P7	0	0	0	1	0	4	0	0	1	0	0	2	1	0	0	0	0	1	3	0	6	0	0
BRCA_TCGA-EW-A1P8	0	4	2	1	1	2	2	0	1	0	2	1	3	0	0	4	0	0	0	2	14	0	0
BRCA_TCGA-EW-A1PA	1	3	5	1	1	0	3	0	0	1	0	0	1	0	2	4	4	0	0	0	13	2	0
BRCA_TCGA-EW-A1PB	6	0	3	5	3	8	0	4	1	3	0	0	4	1	70	12	0	0	11	2	44	0	5
BRCA_TCGA-EW-A1PD	2	2	1	0	1	3	3	2	6	4	0	1	5	4	14	8	0	2	5	0	27	3	0
BRCA_TCGA-EW-A1PE	0	3	2	2	1	3	0	2	1	1	0	0	0	0	3	4	4	1	3	0	4	0	4
BRCA_TCGA-EW-A1PG	0	1	2	1	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	3	0
BRCA_TCGA-EW-A1PH	1	2	5	10	2	0	0	0	3	1	5	1	0	0	5	4	3	1	0	0	11	3	5
BRCA_TCGA-EW-A2FR	1	1	2	6	3	0	0	0	2	0	4	1	2	0	9	6	0	0	1	1	7	4	4
BRCA_TCGA-EW-A2FS	1	1	0	6	4	0	3	2	3	1	4	4	3	2	1	4	0	0	2	0	2	2	0
BRCA_TCGA-EW-A2FV	0	1	3	1	2	2	0	2	0	0	2	1	2	0	0	2	2	0	0	2	1	4	5
BRCA_TCGA-EW-A2FW	1	3	0	6	2	0	0	0	0	1	0	0	0	0	1	2	1	0	4	0	0	4	1
BRCA_TCGA-EW-A423	0	8	4	7	3	0	0	4	7	2	4	0	8	0	12	11	4	0	6	0	8	0	0
BRCA_TCGA-EW-A6S9	1	2	2	4	3	2	1	0	0	0	2	0	1	0	2	2	1	0	0	0	8	0	0
BRCA_TCGA-EW-A6SA	2	8	7	3	9	4	1	6	11	1	2	4	6	5	13	10	1	0	2	1	14	5	8
BRCA_TCGA-EW-A6SB	0	3	6	8	4	1	3	0	3	2	4	3	3	0	3	4	10	3	0	0	14	3	4
BRCA_TCGA-EW-A6SC	0	3	0	1	2	4	0	0	2	0	3	3	3	0	4	3	6	0	2	0	0	1	2
BRCA_TCGA-EW-A6SD	2	3	2	4	3	1	3	0	0	1	4	0	0	0	25	5	7	0	0	3	0	4	1
BRCA_TCGA-GI-A2C8	2	8	2	6	6	2	3	2	8	0	6	1	6	6	21	0	2	1	4	4	34	9	15
BRCA_TCGA-GM-A2D9	11	0	32	12	4	5	1	0	18	0	0	0	0	0	356	141	42	0	0	16	0	7	0
BRCA_TCGA-GM-A2DA	1	0	4	3	7	4	0	0	2	0	1	0	0	0	9	1	0	0	0	1	6	4	2
BRCA_TCGA-GM-A2DB	4	4	4	6	10	1	3	1	2	0	2	3	4	3	8	6	13	1	8	0	18	14	13
BRCA_TCGA-GM-A2DC	0	0	1	9	4	2	0	0	0	0	1	0	2	0	0	1	0	2	0	0	2	2	1
BRCA_TCGA-GM-A2DD	1	3	3	4	2	5	1	2	1	2	4	4	2	3	4	1	0	1	1	0	14	10	0
BRCA_TCGA-GM-A2DF	0	3	3	5	5	1	2	0	1	3	0	0	9	0	6	3	0	3	0	0	9	0	0
BRCA_TCGA-GM-A2DH	7	3	8	3	5	7	1	0	5	1	3	0	18	6	100	0	0	1	0	11	31	10	12
BRCA_TCGA-GM-A2DI	0	1	9	0	3	0	0	0	2	0	0	0	2	0	49	13	3	0	1	6	0	2	0
BRCA_TCGA-GM-A2DK	0	0	3	7	2	2	1	2	1	2	3	0	0	0	2	2	3	0	0	1	0	4	2
BRCA_TCGA-GM-A2DL	4	0	3	5	3	1	0	2	1	1	0	0	0	1	7	5	1	0	4	5	2	0	4
BRCA_TCGA-GM-A2DM	1	0	2	0	1	0	0	0	0	1	1	1	0	0	1	2	10	0	0	0	0	5	2
BRCA_TCGA-GM-A2DN	0	1	1	3	1	0	0	0	1	0	1	0	0	2	0	4	3	0	0	0	1	1	0
BRCA_TCGA-GM-A2DO	3	1	22	4	1	0	0	0	8	1	0	0	0	0	123	35	12	0	4	1	0	5	0
BRCA_TCGA-GM-A3NW	1	6	5	5	5	0	0	0	4	0	0	1	0	0	43	13	0	2	0	0	8	1	1
BRCA_TCGA-GM-A3XL	1	2	4	6	1	1	0	0	6	3	11	1	6	0	39	1	1	0	0	4	52	1	4
BRCA_TCGA-GM-A4E0	0	3	3	2	5	0	2	0	2	0	0	1	0	0	0	1	7	0	2	0	2	0	4
BRCA_TCGA-GM-A5PV	0	1	3	1	3	0	0	0	0	2	2	0	2	2	4	5	6	0	0	0	13	2	1
BRCA_TCGA-GM-A5PX	0	1	2	5	0	0	0	0	3	0	3	5	3	0	8	2	4	1	0	0	1	2	2
BRCA_TCGA-HN-A2NL	1	1	2	3	8	0	3	0	0	0	6	5	6	7	8	1	5	0	0	3	20	6	6
BRCA_TCGA-HN-A2OB	0	1	1	1	3	2	0	0	0	0	0	0	1	0	3	0	2	2	0	0	1	2	0
BRCA_TCGA-JL-A3YX	1	3	2	4	3	1	3	0	3	0	1	0	0	0	13	7	6	0	0	1	0	1	0
BRCA_TCGA-LD-A66U	1	3	1	5	3	10	0	0	3	2	0	3	2	1	1	1	2	0	0	2	2	0	2
BRCA_TCGA-LD-A74U	1	0	22	15	5	0	0	0	8	0	0	0	0	0	178	73	33	0	0	0	0	17	0
BRCA_TCGA-LD-A7W5	1	3	4	6	6	8	0	0	1	0	1	0	4	2	13	3	3	1	5	0	0	4	0
BRCA_TCGA-LD-A7W6	1	4	1	1	6	2	0	0	0	1	0	5	3	0	2	4	0	0	1	0	2	11	2
BRCA_TCGA-LD-A9QF	0	2	3	4	6	0	0	0	0	2	0	0	4	0	2	2	5	0	0	0	6	3	0
BRCA_TCGA-LL-A440	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0
BRCA_TCGA-LL-A50Y	0	2	0	4	7	1	0	0	4	4	2	0	0	0	0	5	3	0	0	0	1	10	0
BRCA_TCGA-LL-A5YL	0	1	10	7	5	3	0	0	3	2	0	0	2	2	23	17	3	0	6	3	0	5	1
BRCA_TCGA-LL-A5YM	0	3	1	2	3	2	0	0	3	0	1	2	0	0	1	7	1	0	0	0	6	1	7
BRCA_TCGA-LL-A5YN	0	1	3	6	3	3	0	0	3	3	1	0	4	0	0	4	0	3	0	1	5	2	1
BRCA_TCGA-LL-A5YO	1	3	1	0	1	1	0	1	5	2	3	0	1	1	13	1	0	2	1	6	18	0	0
BRCA_TCGA-LL-A5YP	4	3	2	0	3	8	0	0	3	1	2	2	9	5	10	7	4	0	4	2	26	2	8
BRCA_TCGA-LL-A6FP	2	1	6	5	0	7	0	0	2	0	1	0	3	0	9	10	12	1	0	2	4	4	6
BRCA_TCGA-LL-A6FQ	0	7	4	10	6	3	2	0	0	0	5	0	5	0	1	7	3	0	0	4	2	5	5
BRCA_TCGA-LL-A6FR	0	1	4	5	8	2	0	0	9	2	2	3	0	0	1	3	6	0	0	0	17	0	0
BRCA_TCGA-LL-A73Y	3	3	12	2	4	11	0	4	1	9	4	0	3	3	118	0	0	1	0	0	7	1	7
BRCA_TCGA-LL-A73Z	0	3	1	4	5	1	0	1	8	0	1	0	3	0	1	2	2	1	0	0	4	7	4
BRCA_TCGA-LL-A740	1	3	2	8	1	5	0	0	5	6	0	0	5	1	3	7	3	0	1	0	9	6	2
BRCA_TCGA-LL-A7SZ	3	4	7	5	7	6	0	0	1	0	7	2	3	1	6	4	6	3	0	1	1	7	1
BRCA_TCGA-LL-A7T0	1	9	6	5	9	2	0	0	3	1	1	2	0	0	7	5	7	1	2	6	4	3	3
BRCA_TCGA-LL-A8F5	3	3	4	6	9	1	4	5	11	6	15	5	11	5	14	10	0	5	9	3	54	10	7
BRCA_TCGA-LL-A9Q3	0	6	5	8	1	1	3	0	5	0	0	0	0	1	3	5	9	1	0	0	2	10	8
BRCA_TCGA-OK-A5Q2	0	0	9	3	7	3	0	0	1	0	2	0	0	0	5	2	1	3	3	0	2	2	0
BRCA_TCGA-OL-A5D6	1	0	4	4	8	0	0	0	3	0	0	0	2	0	4	5	12	1	0	0	1	6	6
BRCA_TCGA-OL-A5D7	1	2	1	7	2	3	0	0	4	3	2	0	2	2	11	3	4	3	8	0	18	2	2
BRCA_TCGA-OL-A5D8	0	6	1	2	3	0	0	2	0	0	2	0	4	2	3	0	2	4	0	2	3	3	0
BRCA_TCGA-OL-A5DA	1	2	14	5	3	1	0	0	5	2	0	1	1	0	52	11	0	2	6	0	0	4	4
BRCA_TCGA-OL-A5RU	0	4	1	6	4	4	0	0	0	1	0	1	2	0	0	6	3	0	0	0	3	5	6
BRCA_TCGA-OL-A5RV	0	1	1	1	5	1	0	0	2	0	0	0	1	0	0	0	0	1	0	0	3	1	0
BRCA_TCGA-OL-A5RW	2	4	8	1	1	14	0	2	4	4	10	3	11	6	103	9	0	3	5	1	57	0	5
BRCA_TCGA-OL-A5RX	0	5	3	4	2	1	0	0	2	1	2	0	0	2	2	0	5	0	0	2	1	0	3
BRCA_TCGA-OL-A5RY	0	2	0	1	1	0	0	0	2	0	2	1	0	0	2	0	0	0	0	0	2	0	0
BRCA_TCGA-OL-A5RZ	4	13	8	13	8	1	1	2	3	3	0	7	7	3	14	8	7	2	6	3	30	2	7
BRCA_TCGA-OL-A5S0	0	2	3	6	4	4	0	0	1	2	0	2	2	0	4	2	2	2	0	0	5	1	2
BRCA_TCGA-OL-A66H	0	2	0	2	1	2	0	0	2	0	2	1	0	0	0	2	0	0	3	2	4	3	1
BRCA_TCGA-OL-A66I	0	4	3	2	6	0	3	0	0	1	1	0	4	2	1	10	0	0	0	0	17	0	2
BRCA_TCGA-OL-A66J	3	6	2	3	9	1	2	0	0	0	6	3	9	0	6	7	3	1	0	0	4	1	2
BRCA_TCGA-OL-A66K	0	9	1	3	3	3	0	0	1	0	1	0	1	0	1	6	0	0	4	0	7	5	2
BRCA_TCGA-OL-A66L	1	3	6	6	0	1	0	0	1	0	2	1	1	0	42	12	13	0	0	3	0	2	0
BRCA_TCGA-OL-A66N	0	5	4	6	9	4	1	0	1	1	3	0	2	1	1	4	0	1	0	0	0	4	11
BRCA_TCGA-OL-A66O	0	4	1	2	7	1	0	2	0	0	2	0	4	0	2	0	5	1	2	0	2	0	3
BRCA_TCGA-OL-A66P	4	3	5	8	1	8	1	2	0	4	3	4	3	7	0	4	17	0	3	0	18	12	16
BRCA_TCGA-OL-A6VO	3	3	1	5	3	0	0	0	4	0	2	0	2	0	2	2	0	1	0	0	4	4	2
BRCA_TCGA-OL-A6VQ	2	2	4	6	1	5	0	0	0	0	0	1	0	1	32	8	11	0	0	0	0	9	0
BRCA_TCGA-OL-A6VR	0	2	1	1	1	5	0	0	0	1	0	0	0	1	1	0	0	0	2	0	0	0	2
BRCA_TCGA-OL-A97C	1	4	1	5	4	7	5	2	6	1	2	2	2	0	0	4	4	0	5	0	9	4	2
BRCA_TCGA-PE-A5DC	0	5	4	9	6	3	2	0	7	5	4	1	5	6	14	11	4	6	5	5	32	5	15
BRCA_TCGA-PE-A5DD	0	2	6	10	0	0	0	0	3	0	4	0	1	3	27	14	5	0	0	0	0	2	8
BRCA_TCGA-PE-A5DE	3	4	66	6	0	11	0	0	12	0	0	0	0	0	360	144	64	0	0	3	0	16	0
BRCA_TCGA-PL-A8LV	7	4	3	3	6	1	0	2	6	3	10	5	10	4	39	6	1	1	1	3	37	3	0
BRCA_TCGA-PL-A8LX	0	2	1	5	4	11	1	0	0	3	0	0	1	2	0	1	3	2	3	0	7	3	0
BRCA_TCGA-PL-A8LY	0	0	0	0	1	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0
BRCA_TCGA-PL-A8LZ	1	3	6	3	2	3	4	0	2	0	3	3	4	9	4	19	4	0	25	0	18	1	22
BRCA_TCGA-S3-A6ZF	1	1	1	17	4	0	0	0	3	1	0	0	4	0	6	0	2	2	0	0	5	2	3
BRCA_TCGA-S3-A6ZG	0	2	9	5	7	3	0	0	4	0	4	0	1	0	1	3	4	3	2	0	6	4	2
BRCA_TCGA-S3-A6ZH	1	5	4	4	3	3	0	0	2	1	0	0	0	0	1	3	0	4	0	0	6	5	3
BRCA_TCGA-S3-AA0Z	4	0	2	14	1	4	0	2	1	0	4	4	6	1	16	2	6	0	0	1	2	2	5
BRCA_TCGA-S3-AA10	0	1	1	5	4	7	1	2	2	0	1	6	9	6	15	7	16	4	0	0	49	12	2
BRCA_TCGA-S3-AA11	4	3	4	2	2	8	1	0	1	0	0	0	1	2	0	9	13	0	15	1	3	10	17
BRCA_TCGA-S3-AA12	0	1	3	7	6	0	2	0	1	1	1	0	8	1	4	4	9	2	1	1	3	2	3
BRCA_TCGA-S3-AA14	0	3	1	2	4	1	0	0	1	0	0	0	0	0	6	1	0	0	0	0	4	1	0
BRCA_TCGA-S3-AA15	1	2	4	3	1	2	2	0	0	0	1	0	1	0	27	8	0	2	0	1	4	1	0
BRCA_TCGA-S3-AA17	0	3	6	4	7	10	1	4	2	0	6	0	7	1	16	0	19	3	12	0	26	8	6
BRCA_TCGA-UL-AAZ6	4	5	4	1	8	12	5	2	9	3	2	2	8	0	17	4	6	3	5	0	19	7	14
BRCA_TCGA-UU-A93S	5	17	2	2	4	2	4	3	5	3	7	2	16	5	14	12	0	3	10	1	44	4	31
BRCA_TCGA-V7-A7HQ	0	1	1	4	0	1	0	0	1	0	0	1	2	0	4	0	4	0	0	2	9	0	1
BRCA_TCGA-W8-A86G	0	2	1	1	6	4	0	2	0	1	0	3	3	0	2	2	0	0	3	0	2	3	0
BRCA_TCGA-WT-AB41	0	0	4	4	5	5	0	0	4	0	0	0	2	0	12	10	9	0	1	1	0	3	2
BRCA_TCGA-WT-AB44	3	7	2	5	5	1	0	2	3	0	2	2	3	0	0	3	2	1	3	0	3	5	8
BRCA_TCGA-XX-A899	0	1	7	0	2	0	0	0	4	0	0	1	2	0	18	9	6	0	5	1	0	3	1
BRCA_TCGA-XX-A89A	2	4	19	6	8	4	0	4	2	0	5	0	3	0	175	21	0	0	0	6	6	0	0
BRCA_TCGA-Z7-A8R5	0	2	1	8	7	0	0	0	6	0	2	0	0	2	1	0	0	0	0	2	0	2	1
BRCA_TCGA-Z7-A8R6	2	6	8	4	2	5	0	0	3	1	0	2	3	0	42	14	6	1	0	3	0	5	0
COAD_TCGA-3L-AA1B	5	19	19	31	22	2	2	0	2	1	2	6	11	8	8	6	0	0	7	4	7	0	18
COAD_TCGA-4N-A93T	6	9	11	18	23	5	3	2	5	0	8	5	10	3	2	1	0	1	5	6	9	3	8
COAD_TCGA-4T-AA8H	6	26	11	27	21	0	4	2	11	0	3	4	29	2	2	5	1	0	7	1	11	0	6
COAD_TCGA-5M-AAT4	9	28	10	32	20	1	2	7	8	1	3	3	10	9	18	0	4	18	6	1	41	8	16
COAD_TCGA-5M-AAT5	8	16	5	26	13	0	1	0	4	2	1	3	9	2	3	2	1	2	1	5	4	4	12
COAD_TCGA-5M-AAT6	5	444	138	369	366	167	107	4	139	167	350	120	25	15	0	9	0	28	36	0	3	0	17
COAD_TCGA-5M-AATA	3	17	9	17	21	6	0	0	4	5	1	0	5	3	0	2	6	2	5	2	1	9	0
COAD_TCGA-5M-AATE	5	22	12	23	31	0	3	2	13	4	0	5	13	3	12	3	6	6	0	4	14	1	2
COAD_TCGA-A6-2671	3	13	4	12	13	3	0	4	2	0	0	2	0	0	1	3	5	0	9	1	9	0	10
COAD_TCGA-A6-2674	2	19	11	29	19	0	1	4	3	4	2	0	6	8	22	4	0	2	7	0	9	0	15
COAD_TCGA-A6-2675	3	24	7	26	25	0	0	0	5	0	2	8	3	0	5	6	10	1	3	0	4	0	8
COAD_TCGA-A6-2677	4	20	20	29	26	5	4	5	7	1	6	3	17	3	3	2	0	2	0	2	18	1	21
COAD_TCGA-A6-2681	2	17	9	29	24	1	2	6	1	3	11	3	2	13	0	3	0	6	3	2	14	12	19
COAD_TCGA-A6-2684	1	21	10	33	16	0	1	0	4	0	4	1	14	1	10	0	9	0	0	1	2	6	13
COAD_TCGA-A6-2685	1	6	4	15	5	0	0	0	3	0	2	3	0	5	5	3	0	0	5	3	5	0	2
COAD_TCGA-A6-2686	24	365	129	385	262	271	197	0	224	56	141	85	89	17	14	20	19	24	193	7	0	4	1
COAD_TCGA-A6-3809	18	191	37	151	133	134	100	15	98	96	172	57	29	43	2	0	15	42	68	12	23	10	30
COAD_TCGA-A6-3810	4	23	15	23	35	3	4	3	13	4	7	0	24	3	18	10	7	11	8	0	18	2	15
COAD_TCGA-A6-4105	0	37	7	23	24	1	4	4	7	6	7	6	2	15	10	8	1	2	0	5	12	9	29
COAD_TCGA-A6-4107	10	20	14	48	29	9	4	4	12	1	13	3	15	5	8	2	5	2	0	3	11	4	25
COAD_TCGA-A6-5656	3	27	13	29	31	1	0	0	5	6	3	0	9	3	2	2	1	2	4	5	10	0	8
COAD_TCGA-A6-5657	3	10	16	20	24	2	2	0	2	0	0	5	12	11	9	7	7	0	0	3	0	1	25
COAD_TCGA-A6-5659	10	25	35	68	20	10	0	2	4	3	8	0	12	18	7	5	4	0	15	8	3	7	45
COAD_TCGA-A6-5660	3	16	11	28	23	5	0	2	3	0	9	7	6	4	8	2	6	0	4	0	19	0	11
COAD_TCGA-A6-5661	25	274	76	195	198	122	114	2	192	22	81	38	26	13	0	16	21	7	116	0	2	0	21
COAD_TCGA-A6-5662	0	12	8	6	17	4	0	0	3	3	3	0	5	1	4	4	1	0	2	0	2	5	11
COAD_TCGA-A6-5664	4	9	2	7	14	2	0	4	1	3	5	0	3	0	0	0	12	2	0	1	1	0	8
COAD_TCGA-A6-5665	23	303	89	262	215	203	138	2	85	307	218	88	42	36	0	14	0	37	81	12	9	17	39
COAD_TCGA-A6-5666	6	15	14	16	26	0	5	2	0	2	5	3	0	0	4	2	3	4	1	3	0	0	12
COAD_TCGA-A6-5667	0	0	7	21	9	2	1	2	3	0	0	3	5	1	2	7	6	0	8	0	2	2	9
COAD_TCGA-A6-6137	5	15	13	18	28	0	0	0	8	4	3	7	13	0	3	6	0	3	3	1	8	3	20
COAD_TCGA-A6-6138	1	12	7	21	25	11	0	3	1	1	7	6	28	3	3	2	2	1	5	3	6	1	2
COAD_TCGA-A6-6142	0	7	5	23	12	7	1	4	4	3	0	0	3	0	2	4	20	2	6	5	0	3	6
COAD_TCGA-A6-6648	1	21	5	20	5	7	0	4	0	3	5	6	14	0	7	1	5	0	3	0	5	2	3
COAD_TCGA-A6-6649	4	23	11	21	30	5	5	0	8	0	5	1	5	0	5	10	5	4	0	0	8	6	9
COAD_TCGA-A6-6651	2	13	4	14	10	0	1	2	6	2	6	1	2	1	12	1	7	1	0	0	6	9	21
COAD_TCGA-A6-6652	1	6	3	19	13	10	0	0	5	3	2	1	5	6	6	4	2	4	4	3	4	1	6
COAD_TCGA-A6-6653	9	174	87	252	218	135	64	3	84	75	54	42	35	9	5	10	1	18	75	0	0	0	31
COAD_TCGA-A6-6654	4	48	21	53	68	0	1	2	2	0	3	4	6	0	7	4	7	2	0	0	0	1	10
COAD_TCGA-A6-6780	6	189	43	186	138	104	145	5	77	94	205	58	34	28	1	7	23	32	39	5	17	18	23
COAD_TCGA-A6-6781	16	424	141	569	440	182	117	4	213	26	129	43	57	1	6	17	0	11	78	0	0	0	0
COAD_TCGA-A6-6782	8	13	13	18	24	2	0	0	7	5	3	2	4	7	9	10	0	5	2	6	6	16	31
COAD_TCGA-A6-A565	0	70	23	65	59	42	28	0	53	19	37	6	20	6	2	6	17	4	29	3	0	0	0
COAD_TCGA-A6-A566	8	22	14	36	33	2	3	2	8	1	0	10	19	6	6	4	6	0	1	4	2	2	28
COAD_TCGA-A6-A567	5	5	9	11	11	0	0	0	1	3	2	2	4	0	1	0	0	2	1	4	9	2	5
COAD_TCGA-A6-A56B	1	15	10	24	20	4	0	2	1	0	3	3	3	0	4	1	2	0	9	2	13	2	12
COAD_TCGA-AA-3489	7	9	9	8	21	2	3	4	6	2	2	2	9	0	6	7	13	0	0	4	10	7	16
COAD_TCGA-AA-3492	23	447	117	284	274	252	169	18	216	167	229	91	40	59	13	43	27	34	75	0	27	39	30
COAD_TCGA-AA-3496	5	13	13	31	19	6	1	2	3	2	1	11	3	1	2	5	12	7	20	1	1	1	12
COAD_TCGA-AA-3502	3	36	26	43	35	2	1	3	9	1	7	1	9	7	4	3	9	4	0	7	13	4	20
COAD_TCGA-AA-3506	5	26	18	45	34	3	3	2	3	9	0	0	10	0	2	0	9	6	0	1	6	0	29
COAD_TCGA-AA-3510	1387	303	1147	23	54	210	23	583	14	72	0	211	0	6	0	198	0	0	0	352	0	0	0
COAD_TCGA-AA-3511	1	8	16	31	5	5	0	13	5	3	2	7	7	2	19	0	0	10	3	3	19	17	2
COAD_TCGA-AA-3522	1	3	3	0	2	2	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0
COAD_TCGA-AA-3556	0	7	0	8	3	1	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	3
COAD_TCGA-AA-3655	0	18	9	18	12	6	1	3	0	9	1	2	6	3	4	1	0	0	1	8	0	0	5
COAD_TCGA-AA-3660	4	32	14	25	26	8	0	0	2	0	0	4	17	5	5	2	1	0	0	13	3	0	17
COAD_TCGA-AA-3662	4	8	7	21	22	0	0	2	5	0	4	0	6	0	4	2	8	0	4	1	1	1	14
COAD_TCGA-AA-3663	32	231	45	166	125	275	265	16	173	291	249	85	53	64	3	13	48	72	98	0	24	7	25
COAD_TCGA-AA-3697	4	24	13	10	39	1	2	2	13	6	2	2	0	8	21	11	2	9	43	5	25	4	33
COAD_TCGA-AA-3712	11	13	6	1	19	3	2	0	3	2	1	7	0	12	60	21	0	0	0	15	13	0	8
COAD_TCGA-AA-3713	13	264	52	123	126	107	79	2	68	44	66	25	47	34	8	19	11	24	36	1	14	26	16
COAD_TCGA-AA-3947	39	483	96	279	193	264	279	22	212	116	243	152	47	64	3	33	47	100	120	10	51	59	47
COAD_TCGA-AA-3984	1606	656	1839	135	94	374	110	1080	32	357	0	470	0	47	0	440	0	48	0	259	14	0	1
COAD_TCGA-AA-A00N	1468	712	2106	174	119	326	96	905	17	359	0	400	9	59	0	302	31	71	0	174	0	0	0
COAD_TCGA-AA-A010	3435	979	1700	193	235	672	555	1013	23	246	19	798	5	631	0	224	0	165	0	232	0	52	0
COAD_TCGA-AA-A01P	13	164	56	136	149	117	56	4	72	70	69	34	13	20	2	18	9	19	28	4	4	11	28
COAD_TCGA-AA-A01R	8	449	171	521	423	174	133	5	150	67	138	65	31	37	0	6	11	16	75	2	1	23	0
COAD_TCGA-AA-A022	18	390	114	246	279	127	111	4	165	78	123	40	62	31	0	8	11	9	71	0	9	0	11
COAD_TCGA-AD-5900	9	320	103	224	187	236	170	11	148	67	154	37	29	46	13	12	0	4	105	0	0	6	29
COAD_TCGA-AD-6548	1	6	13	38	21	4	0	0	5	3	4	8	7	4	10	0	2	7	0	2	0	10	26
COAD_TCGA-AD-6888	1	21	13	34	16	2	5	6	5	4	4	3	2	0	0	0	1	1	1	3	7	6	9
COAD_TCGA-AD-6889	24	282	78	267	170	205	168	9	247	64	183	32	44	37	7	15	26	21	161	0	0	0	30
COAD_TCGA-AD-6890	4	24	9	20	31	0	0	2	3	0	5	6	0	1	6	3	1	1	3	2	0	4	19
COAD_TCGA-AD-6895	9	328	106	243	182	228	67	6	136	78	72	54	111	21	44	99	48	24	49	2	20	233	36
COAD_TCGA-AD-6899	5	28	17	39	27	9	2	0	0	0	3	1	16	1	19	10	2	2	10	0	14	2	6
COAD_TCGA-AD-6901	6	31	22	41	37	20	10	9	8	2	15	0	7	0	24	8	0	5	0	10	20	12	51
COAD_TCGA-AD-6963	1	13	4	18	12	8	0	0	2	2	3	3	0	5	13	0	0	2	3	0	7	11	5
